trip_id,start_time,end_time,start_station,end_station,duration_minutes,member_type
13183,2023-07-04 22:55:44,2023-07-04 23:08:44,Midtown,Union Station,13,member
13186,2023-07-04 23:13:23,2023-07-04 23:31:23,Union Station,Downtown,18,member
13185,2023-07-04 23:49:01,2023-07-04 23:52:01,Lakeside,Midtown,3,member
13189,2023-07-05 00:17:18,2023-07-05 00:27:18,Harbor View,Riverside,10,member
13190,2023-07-05 00:18:21,2023-07-05 00:21:21,Oak Avenue,Midtown,3,member
13187,2023-07-05 00:33:48,2023-07-05 01:01:48,Downtown,Oak Avenue,28,member
13188,2023-07-05 00:38:18,2023-07-05 00:46:18,Riverside,University,8,member
13193,2023-07-05 01:04:58,2023-07-05 01:19:58,City Hall,Harbor View,15,member
13192,2023-07-05 01:10:29,2023-07-05 01:44:29,Pine Road,University,34,member
13194,2023-07-05 01:31:05,2023-07-05 01:34:05,University,Oak Avenue,3,member
13191,2023-07-05 01:54:23,2023-07-05 02:09:23,University,Elm Street,15,member
13197,2023-07-05 02:19:10,2023-07-05 02:34:10,Oak Avenue,Pine Road,15,casual
13195,2023-07-05 02:19:11,2023-07-05 02:30:11,Pine Road,Elm Street,11,member
13198,2023-07-05 02:23:20,2023-07-05 02:55:20,Market Square,Harbor View,32,casual
13196,2023-07-05 02:24:13,2023-07-05 02:47:13,Harbor View,Union Station,23,casual
13199,2023-07-05 03:10:03,2023-07-05 03:35:03,City Hall,University,25,member
13201,2023-07-05 03:17:09,2023-07-05 03:35:09,Harbor View,Pine Road,18,member
13200,2023-07-05 03:34:02,2023-07-05 03:53:02,University,Lakeside,19,member
13203,2023-07-05 04:14:36,2023-07-05 04:30:36,City Hall,Elm Street,16,member
13202,2023-07-05 04:44:30,2023-07-05 05:08:30,Oak Avenue,Oak Avenue,24,member
13204,2023-07-05 05:03:23,2023-07-05 05:19:23,Elm Street,Elm Street,16,member
13205,2023-07-05 05:07:37,2023-07-05 05:26:37,Market Square,Elm Street,19,member
13208,2023-07-05 05:17:25,2023-07-05 05:39:25,Harbor View,Union Station,22,casual
13206,2023-07-05 05:26:52,2023-07-05 05:29:52,Market Square,Pine Road,3,casual
13207,2023-07-05 05:49:07,2023-07-05 06:18:07,Union Station,Downtown,29,member
13210,2023-07-05 06:15:32,2023-07-05 06:48:32,University,Riverside,33,member
13209,2023-07-05 06:38:13,2023-07-05 07:03:13,Elm Street,Lakeside,25,member
13211,2023-07-05 07:00:59,2023-07-05 07:15:59,Elm Street,Tech Campus,15,member
13218,2023-07-05 07:01:04,2023-07-05 07:16:04,Downtown,Lakeside,15,casual
13231,2023-07-05 07:02:49,2023-07-05 07:31:49,Riverside,Central Park,29,member
13244,2023-07-05 07:05:17,2023-07-05 07:16:17,Tech Campus,Tech Campus,11,member
13222,2023-07-05 07:05:41,2023-07-05 07:29:41,Elm Street,Harbor View,24,member
13221,2023-07-05 07:07:58,2023-07-05 07:29:58,Pine Road,City Hall,22,casual
13212,2023-07-05 07:08:08,2023-07-05 07:20:08,University,City Hall,12,member
13241,2023-07-05 07:09:01,2023-07-05 07:27:01,Harbor View,Lakeside,18,member
13240,2023-07-05 07:10:08,2023-07-05 07:30:08,Elm Street,Maple Drive,20,member
13239,2023-07-05 07:10:38,2023-07-05 07:21:38,Lakeside,Oak Avenue,11,member
13215,2023-07-05 07:10:52,2023-07-05 07:22:52,Union Station,City Hall,12,member
13228,2023-07-05 07:11:54,2023-07-05 07:24:54,Central Park,Central Park,13,casual
13235,2023-07-05 07:14:01,2023-07-05 07:19:01,Lakeside,Downtown,5,casual
13251,2023-07-05 07:14:38,2023-07-05 07:39:38,City Hall,Downtown,25,casual
13219,2023-07-05 07:15:12,2023-07-05 07:44:12,Oak Avenue,Midtown,29,member
13225,2023-07-05 07:16:13,2023-07-05 07:37:13,Harbor View,University,21,member
13234,2023-07-05 07:17:42,2023-07-05 07:24:42,Midtown,City Hall,7,casual
13229,2023-07-05 07:18:59,2023-07-05 07:24:59,Riverside,Pine Road,6,member
13213,2023-07-05 07:19:02,2023-07-05 07:31:02,Oak Avenue,Elm Street,12,casual
13230,2023-07-05 07:19:47,2023-07-05 07:38:47,Riverside,Central Park,19,member
13217,2023-07-05 07:20:28,2023-07-05 07:30:28,Central Park,Harbor View,10,casual
13216,2023-07-05 07:23:01,2023-07-05 07:55:01,Market Square,Oak Avenue,32,casual
13224,2023-07-05 07:24:10,2023-07-05 07:46:10,Elm Street,Midtown,22,casual
13227,2023-07-05 07:30:08,2023-07-05 07:41:08,Central Park,Market Square,11,casual
13247,2023-07-05 07:31:09,2023-07-05 07:43:09,Lakeside,Riverside,12,member
13220,2023-07-05 07:34:15,2023-07-05 07:48:15,Downtown,Oak Avenue,14,member
13242,2023-07-05 07:35:02,2023-07-05 07:45:02,Downtown,Union Station,10,casual
13243,2023-07-05 07:38:11,2023-07-05 07:48:11,Harbor View,Elm Street,10,member
13246,2023-07-05 07:38:57,2023-07-05 08:03:57,Pine Road,Harbor View,25,casual
13214,2023-07-05 07:39:01,2023-07-05 08:05:01,Lakeside,City Hall,26,member
13223,2023-07-05 07:41:50,2023-07-05 08:15:50,Market Square,Riverside,34,casual
13233,2023-07-05 07:41:56,2023-07-05 08:19:56,Elm Street,Riverside,38,member
13238,2023-07-05 07:42:09,2023-07-05 07:45:09,Market Square,City Hall,3,casual
13232,2023-07-05 07:42:28,2023-07-05 07:49:28,Tech Campus,University,7,member
13249,2023-07-05 07:43:22,2023-07-05 07:50:22,Pine Road,Pine Road,7,casual
13226,2023-07-05 07:46:40,2023-07-05 08:10:40,Downtown,Riverside,24,member
13236,2023-07-05 07:46:50,2023-07-05 07:51:50,Elm Street,Lakeside,5,member
13237,2023-07-05 07:47:36,2023-07-05 07:59:36,Market Square,Maple Drive,12,casual
13245,2023-07-05 07:47:38,2023-07-05 08:01:38,Market Square,Central Park,14,casual
13248,2023-07-05 07:51:16,2023-07-05 08:11:16,Elm Street,Riverside,20,member
13250,2023-07-05 07:55:14,2023-07-05 08:24:14,Harbor View,Elm Street,29,member
13286,2023-07-05 08:00:52,2023-07-05 08:03:52,Elm Street,Market Square,3,casual
13297,2023-07-05 08:00:58,2023-07-05 08:13:58,University,Union Station,13,casual
13302,2023-07-05 08:02:03,2023-07-05 08:13:03,Riverside,City Hall,11,member
13269,2023-07-05 08:06:36,2023-07-05 08:11:36,Central Park,Oak Avenue,5,member
13280,2023-07-05 08:07:04,2023-07-05 08:10:04,University,Market Square,3,casual
13261,2023-07-05 08:08:01,2023-07-05 08:36:01,Midtown,Pine Road,28,member
13275,2023-07-05 08:08:03,2023-07-05 08:12:03,Maple Drive,Midtown,4,member
13262,2023-07-05 08:08:08,2023-07-05 08:52:08,Harbor View,Riverside,44,casual
13285,2023-07-05 08:12:11,2023-07-05 08:31:11,Central Park,University,19,member
13277,2023-07-05 08:12:12,2023-07-05 08:29:12,Central Park,Riverside,17,member
13295,2023-07-05 08:13:45,2023-07-05 08:54:45,Elm Street,Central Park,41,member
13266,2023-07-05 08:14:00,2023-07-05 08:32:00,Oak Avenue,University,18,casual
13276,2023-07-05 08:15:46,2023-07-05 08:34:46,University,Downtown,19,member
13270,2023-07-05 08:21:36,2023-07-05 08:39:36,Union Station,Central Park,18,member
13273,2023-07-05 08:23:12,2023-07-05 08:57:12,Central Park,Oak Avenue,34,casual
13289,2023-07-05 08:23:13,2023-07-05 08:35:13,Elm Street,Elm Street,12,member
13258,2023-07-05 08:23:21,2023-07-05 08:47:21,Lakeside,Elm Street,24,member
13252,2023-07-05 08:24:21,2023-07-05 08:43:21,Midtown,University,19,member
13279,2023-07-05 08:24:24,2023-07-05 08:30:24,Market Square,Midtown,6,casual
13253,2023-07-05 08:24:44,2023-07-05 08:47:44,Maple Drive,Oak Avenue,23,member
13257,2023-07-05 08:25:10,2023-07-05 08:50:10,Lakeside,Pine Road,25,casual
13278,2023-07-05 08:25:58,2023-07-05 08:50:58,Downtown,City Hall,25,casual
13284,2023-07-05 08:27:37,2023-07-05 08:57:37,Union Station,Market Square,30,member
13301,2023-07-05 08:27:42,2023-07-05 08:36:42,Downtown,Riverside,9,member
13300,2023-07-05 08:28:43,2023-07-05 08:52:43,Pine Road,University,24,casual
13255,2023-07-05 08:30:05,2023-07-05 08:45:05,Tech Campus,Oak Avenue,15,member
13271,2023-07-05 08:33:19,2023-07-05 08:46:19,Oak Avenue,Pine Road,13,member
13263,2023-07-05 08:34:11,2023-07-05 08:57:11,Downtown,Central Park,23,member
13267,2023-07-05 08:34:34,2023-07-05 08:50:34,University,Lakeside,16,member
13265,2023-07-05 08:35:44,2023-07-05 08:50:44,Maple Drive,Pine Road,15,member
13274,2023-07-05 08:38:18,2023-07-05 09:05:18,Riverside,Downtown,27,casual
13298,2023-07-05 08:38:31,2023-07-05 08:59:31,Harbor View,Pine Road,21,member
13268,2023-07-05 08:38:47,2023-07-05 08:41:47,Tech Campus,University,3,member
13256,2023-07-05 08:41:34,2023-07-05 09:00:34,Midtown,Riverside,19,member
13287,2023-07-05 08:42:12,2023-07-05 08:56:12,Midtown,Oak Avenue,14,member
13290,2023-07-05 08:42:38,2023-07-05 09:03:38,Oak Avenue,Maple Drive,21,member
13299,2023-07-05 08:43:40,2023-07-05 08:53:40,Central Park,Maple Drive,10,member
13288,2023-07-05 08:44:17,2023-07-05 08:56:17,Midtown,Midtown,12,casual
13260,2023-07-05 08:46:16,2023-07-05 09:22:16,Harbor View,Riverside,36,casual
13293,2023-07-05 08:48:05,2023-07-05 08:59:05,Union Station,Pine Road,11,casual
13259,2023-07-05 08:48:49,2023-07-05 09:06:49,Union Station,Maple Drive,18,casual
13264,2023-07-05 08:49:02,2023-07-05 09:16:02,University,Pine Road,27,casual
13281,2023-07-05 08:49:42,2023-07-05 09:34:42,Downtown,Market Square,45,casual
13282,2023-07-05 08:51:21,2023-07-05 09:04:21,Oak Avenue,University,13,casual
13296,2023-07-05 08:54:47,2023-07-05 09:13:47,City Hall,Tech Campus,19,casual
13303,2023-07-05 08:54:50,2023-07-05 09:06:50,Midtown,Maple Drive,12,member
13272,2023-07-05 08:55:12,2023-07-05 09:05:12,Riverside,Central Park,10,casual
13291,2023-07-05 08:55:56,2023-07-05 09:29:56,Maple Drive,Market Square,34,member
13292,2023-07-05 08:56:53,2023-07-05 09:17:53,University,City Hall,21,member
13254,2023-07-05 08:58:22,2023-07-05 09:17:22,Harbor View,City Hall,19,casual
13294,2023-07-05 08:58:31,2023-07-05 09:33:31,Elm Street,Oak Avenue,35,member
13283,2023-07-05 08:59:59,2023-07-05 09:13:59,Oak Avenue,Harbor View,14,member
13312,2023-07-05 09:04:25,2023-07-05 09:17:25,City Hall,University,13,casual
13317,2023-07-05 09:06:52,2023-07-05 09:26:52,Elm Street,Elm Street,20,member
13323,2023-07-05 09:09:26,2023-07-05 09:26:26,Market Square,Pine Road,17,member
13318,2023-07-05 09:09:36,2023-07-05 09:38:36,Tech Campus,Downtown,29,member
13316,2023-07-05 09:13:38,2023-07-05 09:39:38,City Hall,Harbor View,26,casual
13322,2023-07-05 09:14:52,2023-07-05 09:38:52,Market Square,Midtown,24,casual
13309,2023-07-05 09:19:52,2023-07-05 09:42:52,Riverside,City Hall,23,member
13308,2023-07-05 09:23:02,2023-07-05 09:58:02,Oak Avenue,Pine Road,35,member
13304,2023-07-05 09:24:20,2023-07-05 09:59:20,Maple Drive,Lakeside,35,member
13325,2023-07-05 09:24:52,2023-07-05 09:34:52,Harbor View,Harbor View,10,member
13305,2023-07-05 09:30:05,2023-07-05 09:46:05,Lakeside,Maple Drive,16,member
13313,2023-07-05 09:30:47,2023-07-05 09:51:47,Riverside,Maple Drive,21,member
13314,2023-07-05 09:31:12,2023-07-05 09:34:12,Harbor View,Central Park,3,member
13319,2023-07-05 09:33:08,2023-07-05 09:57:08,Midtown,Riverside,24,casual
13321,2023-07-05 09:33:27,2023-07-05 09:56:27,Downtown,Central Park,23,casual
13306,2023-07-05 09:43:22,2023-07-05 10:20:22,Union Station,Harbor View,37,casual
13326,2023-07-05 09:46:48,2023-07-05 10:09:48,University,City Hall,23,member
13311,2023-07-05 09:47:37,2023-07-05 10:09:37,University,Union Station,22,casual
13307,2023-07-05 09:51:09,2023-07-05 10:15:09,Lakeside,Harbor View,24,casual
13324,2023-07-05 09:51:09,2023-07-05 10:10:09,Riverside,Midtown,19,member
13320,2023-07-05 09:54:55,2023-07-05 10:25:55,Downtown,Midtown,31,casual
13315,2023-07-05 09:56:42,2023-07-05 10:10:42,Market Square,Elm Street,14,member
13310,2023-07-05 09:59:49,2023-07-05 10:11:49,Lakeside,Pine Road,12,casual
13330,2023-07-05 10:01:15,2023-07-05 10:16:15,University,Market Square,15,member
13328,2023-07-05 10:01:34,2023-07-05 10:06:34,Elm Street,Downtown,5,member
13351,2023-07-05 10:02:17,2023-07-05 10:17:17,Riverside,Riverside,15,member
13345,2023-07-05 10:04:15,2023-07-05 10:13:15,Harbor View,Central Park,9,casual
13343,2023-07-05 10:06:12,2023-07-05 10:34:12,Harbor View,Pine Road,28,member
13333,2023-07-05 10:07:40,2023-07-05 10:15:40,Pine Road,City Hall,8,member
13353,2023-07-05 10:08:58,2023-07-05 10:30:58,City Hall,Downtown,22,member
13339,2023-07-05 10:10:30,2023-07-05 10:39:30,Downtown,Harbor View,29,casual
13346,2023-07-05 10:11:56,2023-07-05 10:29:56,University,Maple Drive,18,member
13354,2023-07-05 10:12:11,2023-07-05 10:30:11,Union Station,Downtown,18,member
13342,2023-07-05 10:15:18,2023-07-05 10:29:18,Elm Street,Central Park,14,member
13344,2023-07-05 10:15:23,2023-07-05 10:50:23,Maple Drive,Maple Drive,35,casual
13335,2023-07-05 10:17:31,2023-07-05 10:20:31,Lakeside,Lakeside,3,casual
13332,2023-07-05 10:25:42,2023-07-05 10:51:42,Market Square,Maple Drive,26,member
13340,2023-07-05 10:26:39,2023-07-05 10:51:39,Maple Drive,Elm Street,25,member
13337,2023-07-05 10:27:19,2023-07-05 10:44:19,Lakeside,University,17,member
13327,2023-07-05 10:31:16,2023-07-05 11:12:16,Riverside,Market Square,41,member
13331,2023-07-05 10:33:00,2023-07-05 10:40:00,Lakeside,Central Park,7,casual
13329,2023-07-05 10:36:56,2023-07-05 11:24:56,Riverside,Maple Drive,48,casual
13348,2023-07-05 10:40:03,2023-07-05 11:16:03,Downtown,Harbor View,36,member
13341,2023-07-05 10:45:18,2023-07-05 11:01:18,Lakeside,Tech Campus,16,member
13352,2023-07-05 10:50:31,2023-07-05 10:53:31,Maple Drive,Union Station,3,member
13349,2023-07-05 10:50:31,2023-07-05 11:05:31,Harbor View,Oak Avenue,15,member
13350,2023-07-05 10:56:02,2023-07-05 11:15:02,Maple Drive,Maple Drive,19,member
13347,2023-07-05 10:56:20,2023-07-05 10:59:20,Central Park,City Hall,3,casual
13334,2023-07-05 10:56:27,2023-07-05 10:59:27,Maple Drive,University,3,member
13338,2023-07-05 10:58:27,2023-07-05 11:05:27,Pine Road,Union Station,7,member
13336,2023-07-05 10:58:41,2023-07-05 11:24:41,Maple Drive,Oak Avenue,26,member
13370,2023-07-05 11:02:25,2023-07-05 11:33:25,Central Park,Union Station,31,member
13357,2023-07-05 11:04:38,2023-07-05 11:14:38,Maple Drive,Elm Street,10,member
13378,2023-07-05 11:04:41,2023-07-05 11:18:41,Pine Road,University,14,member
13356,2023-07-05 11:07:35,2023-07-05 11:44:35,City Hall,Union Station,37,member
13380,2023-07-05 11:09:26,2023-07-05 11:38:26,Pine Road,Central Park,29,member
13363,2023-07-05 11:10:50,2023-07-05 11:17:50,City Hall,Tech Campus,7,member
13367,2023-07-05 11:13:51,2023-07-05 11:24:51,Riverside,Pine Road,11,member
13372,2023-07-05 11:15:30,2023-07-05 11:46:30,Riverside,Midtown,31,member
13377,2023-07-05 11:17:36,2023-07-05 12:02:36,Market Square,Oak Avenue,45,casual
13375,2023-07-05 11:17:57,2023-07-05 11:27:57,Union Station,Tech Campus,10,member
13369,2023-07-05 11:20:53,2023-07-05 11:33:53,Riverside,Pine Road,13,member
13355,2023-07-05 11:21:23,2023-07-05 11:26:23,University,Downtown,5,member
13361,2023-07-05 11:22:05,2023-07-05 11:46:05,Downtown,Downtown,24,member
13358,2023-07-05 11:24:28,2023-07-05 11:40:28,Midtown,Maple Drive,16,member
13371,2023-07-05 11:26:03,2023-07-05 11:56:03,Pine Road,Harbor View,30,member
13374,2023-07-05 11:27:01,2023-07-05 11:46:01,Harbor View,Maple Drive,19,member
13362,2023-07-05 11:30:53,2023-07-05 11:55:53,Riverside,Harbor View,25,member
13365,2023-07-05 11:31:51,2023-07-05 11:51:51,Oak Avenue,Elm Street,20,member
13364,2023-07-05 11:35:28,2023-07-05 11:38:28,Harbor View,Lakeside,3,casual
13379,2023-07-05 11:39:02,2023-07-05 12:01:02,Oak Avenue,Maple Drive,22,member
13359,2023-07-05 11:45:27,2023-07-05 12:11:27,Pine Road,Union Station,26,casual
13376,2023-07-05 11:48:15,2023-07-05 12:13:15,Maple Drive,City Hall,25,member
13360,2023-07-05 11:49:45,2023-07-05 12:17:45,University,Tech Campus,28,member
13373,2023-07-05 11:52:34,2023-07-05 12:14:34,Downtown,Oak Avenue,22,member
13368,2023-07-05 11:55:41,2023-07-05 12:22:41,City Hall,Central Park,27,member
13366,2023-07-05 11:58:22,2023-07-05 12:16:22,Union Station,University,18,member
13388,2023-07-05 12:01:17,2023-07-05 12:15:17,Maple Drive,Lakeside,14,member
13390,2023-07-05 12:06:25,2023-07-05 12:15:25,University,Midtown,9,member
13386,2023-07-05 12:13:07,2023-07-05 12:31:07,Riverside,Riverside,18,member
13384,2023-07-05 12:14:26,2023-07-05 12:32:26,Pine Road,City Hall,18,casual
13389,2023-07-05 12:17:17,2023-07-05 12:29:17,Downtown,Tech Campus,12,casual
13387,2023-07-05 12:18:20,2023-07-05 12:57:20,Lakeside,Lakeside,39,member
13393,2023-07-05 12:19:41,2023-07-05 12:57:41,Lakeside,Union Station,38,member
13391,2023-07-05 12:21:56,2023-07-05 13:04:56,Central Park,Pine Road,43,member
13385,2023-07-05 12:24:56,2023-07-05 12:43:56,City Hall,Midtown,19,member
13381,2023-07-05 12:28:56,2023-07-05 13:06:56,Market Square,Midtown,38,casual
13392,2023-07-05 12:35:07,2023-07-05 12:42:07,City Hall,Tech Campus,7,member
13382,2023-07-05 12:39:58,2023-07-05 12:56:58,Pine Road,Downtown,17,member
13383,2023-07-05 12:40:39,2023-07-05 13:07:39,Union Station,University,27,member
13394,2023-07-05 12:44:52,2023-07-05 12:50:52,Harbor View,Pine Road,6,casual
13405,2023-07-05 13:05:25,2023-07-05 13:20:25,Market Square,University,15,member
13396,2023-07-05 13:06:08,2023-07-05 13:24:08,Tech Campus,Harbor View,18,casual
13398,2023-07-05 13:16:58,2023-07-05 13:45:58,Elm Street,Oak Avenue,29,casual
13404,2023-07-05 13:19:44,2023-07-05 13:29:44,Elm Street,University,10,casual
13406,2023-07-05 13:21:26,2023-07-05 13:42:26,Oak Avenue,Tech Campus,21,member
13397,2023-07-05 13:25:01,2023-07-05 13:50:01,Maple Drive,Central Park,25,casual
13400,2023-07-05 13:25:52,2023-07-05 13:46:52,Tech Campus,Union Station,21,casual
13399,2023-07-05 13:28:04,2023-07-05 13:44:04,University,Harbor View,16,member
13402,2023-07-05 13:36:47,2023-07-05 13:39:47,Harbor View,Oak Avenue,3,member
13395,2023-07-05 13:39:44,2023-07-05 13:58:44,Maple Drive,Elm Street,19,casual
13408,2023-07-05 13:40:01,2023-07-05 14:05:01,Central Park,University,25,casual
13403,2023-07-05 13:49:48,2023-07-05 14:04:48,Pine Road,Harbor View,15,member
13409,2023-07-05 13:50:51,2023-07-05 14:11:51,Midtown,Central Park,21,casual
13401,2023-07-05 13:51:01,2023-07-05 14:11:01,Central Park,Downtown,20,member
13407,2023-07-05 13:54:23,2023-07-05 14:28:23,Downtown,Central Park,34,member
13410,2023-07-05 13:58:42,2023-07-05 14:08:42,Market Square,Harbor View,10,member
13412,2023-07-05 14:04:38,2023-07-05 14:19:38,Union Station,Pine Road,15,member
13416,2023-07-05 14:06:17,2023-07-05 14:27:17,Central Park,Oak Avenue,21,member
13424,2023-07-05 14:10:08,2023-07-05 14:34:08,City Hall,City Hall,24,member
13418,2023-07-05 14:18:04,2023-07-05 14:30:04,University,Pine Road,12,member
13417,2023-07-05 14:22:33,2023-07-05 14:43:33,Elm Street,Midtown,21,casual
13421,2023-07-05 14:27:01,2023-07-05 14:48:01,Harbor View,Elm Street,21,member
13415,2023-07-05 14:28:52,2023-07-05 14:31:52,Central Park,Oak Avenue,3,member
13422,2023-07-05 14:32:10,2023-07-05 14:35:10,Midtown,Central Park,3,member
13414,2023-07-05 14:35:02,2023-07-05 14:59:02,Pine Road,Central Park,24,casual
13423,2023-07-05 14:37:42,2023-07-05 14:40:42,Riverside,Elm Street,3,casual
13420,2023-07-05 14:44:13,2023-07-05 15:07:13,Maple Drive,Market Square,23,member
13413,2023-07-05 14:46:24,2023-07-05 15:21:24,Riverside,Midtown,35,member
13411,2023-07-05 14:56:07,2023-07-05 15:07:07,Riverside,University,11,casual
13419,2023-07-05 14:59:10,2023-07-05 15:13:10,University,Pine Road,14,casual
13437,2023-07-05 15:00:37,2023-07-05 15:27:37,City Hall,Elm Street,27,member
13430,2023-07-05 15:02:20,2023-07-05 15:05:20,Downtown,Riverside,3,member
13442,2023-07-05 15:02:59,2023-07-05 15:19:59,Midtown,Harbor View,17,member
13448,2023-07-05 15:03:51,2023-07-05 15:28:51,Central Park,University,25,casual
13445,2023-07-05 15:09:04,2023-07-05 15:12:04,Oak Avenue,Union Station,3,member
13443,2023-07-05 15:10:58,2023-07-05 15:13:58,Harbor View,Midtown,3,member
13441,2023-07-05 15:11:53,2023-07-05 15:26:53,Lakeside,University,15,member
13425,2023-07-05 15:11:54,2023-07-05 15:29:54,Downtown,Market Square,18,member
13429,2023-07-05 15:14:05,2023-07-05 15:35:05,Central Park,Union Station,21,member
13436,2023-07-05 15:17:11,2023-07-05 15:33:11,Harbor View,Riverside,16,member
13447,2023-07-05 15:21:27,2023-07-05 15:32:27,Market Square,Midtown,11,casual
13432,2023-07-05 15:22:53,2023-07-05 15:55:53,Pine Road,City Hall,33,casual
13435,2023-07-05 15:28:18,2023-07-05 15:42:18,Elm Street,Harbor View,14,member
13438,2023-07-05 15:31:03,2023-07-05 16:05:03,Midtown,Lakeside,34,member
13449,2023-07-05 15:31:05,2023-07-05 15:39:05,Lakeside,Harbor View,8,member
13444,2023-07-05 15:41:41,2023-07-05 15:56:41,Maple Drive,Union Station,15,member
13428,2023-07-05 15:49:34,2023-07-05 16:08:34,Pine Road,Elm Street,19,casual
13440,2023-07-05 15:52:17,2023-07-05 15:57:17,Union Station,City Hall,5,member
13433,2023-07-05 15:53:38,2023-07-05 16:04:38,Elm Street,Harbor View,11,casual
13439,2023-07-05 15:53:38,2023-07-05 16:10:38,Central Park,Lakeside,17,member
13431,2023-07-05 15:55:50,2023-07-05 16:06:50,Central Park,Midtown,11,member
13427,2023-07-05 15:55:52,2023-07-05 16:33:52,Maple Drive,Pine Road,38,casual
13426,2023-07-05 15:57:37,2023-07-05 16:19:37,Maple Drive,Harbor View,22,member
13434,2023-07-05 15:58:32,2023-07-05 16:04:32,Market Square,Riverside,6,member
13446,2023-07-05 15:58:57,2023-07-05 16:15:57,Tech Campus,Pine Road,17,member
13475,2023-07-05 16:05:10,2023-07-05 16:28:10,Union Station,Midtown,23,casual
13473,2023-07-05 16:06:00,2023-07-05 16:20:00,Riverside,Midtown,14,member
13469,2023-07-05 16:10:49,2023-07-05 16:31:49,City Hall,Maple Drive,21,member
13486,2023-07-05 16:11:26,2023-07-05 16:43:26,Maple Drive,Market Square,32,member
13450,2023-07-05 16:14:43,2023-07-05 16:22:43,Tech Campus,Market Square,8,casual
13464,2023-07-05 16:16:04,2023-07-05 16:26:04,Lakeside,Tech Campus,10,member
13491,2023-07-05 16:17:33,2023-07-05 16:29:33,Oak Avenue,City Hall,12,member
13456,2023-07-05 16:17:38,2023-07-05 16:48:38,Market Square,University,31,casual
13453,2023-07-05 16:17:49,2023-07-05 16:24:49,Maple Drive,Midtown,7,member
13463,2023-07-05 16:21:30,2023-07-05 16:24:30,Central Park,Oak Avenue,3,member
13492,2023-07-05 16:23:22,2023-07-05 16:44:22,University,Tech Campus,21,member
13465,2023-07-05 16:24:31,2023-07-05 16:31:31,Pine Road,Midtown,7,casual
13458,2023-07-05 16:26:52,2023-07-05 16:39:52,Elm Street,Tech Campus,13,member
13489,2023-07-05 16:26:55,2023-07-05 16:41:55,University,Elm Street,15,member
13452,2023-07-05 16:27:06,2023-07-05 16:51:06,Oak Avenue,Elm Street,24,member
13481,2023-07-05 16:28:14,2023-07-05 16:35:14,University,Riverside,7,member
13494,2023-07-05 16:28:16,2023-07-05 17:00:16,Maple Drive,Midtown,32,member
13490,2023-07-05 16:28:19,2023-07-05 16:49:19,Tech Campus,Harbor View,21,casual
13488,2023-07-05 16:28:22,2023-07-05 16:48:22,Midtown,Union Station,20,casual
13467,2023-07-05 16:31:10,2023-07-05 16:35:10,Tech Campus,Downtown,4,member
13474,2023-07-05 16:33:01,2023-07-05 16:36:01,City Hall,Union Station,3,casual
13483,2023-07-05 16:33:04,2023-07-05 16:49:04,Tech Campus,City Hall,16,casual
13485,2023-07-05 16:34:14,2023-07-05 16:53:14,Riverside,Lakeside,19,member
13457,2023-07-05 16:35:39,2023-07-05 17:10:39,Harbor View,University,35,member
13460,2023-07-05 16:36:10,2023-07-05 17:11:10,Harbor View,Riverside,35,member
13493,2023-07-05 16:38:52,2023-07-05 16:59:52,Harbor View,Oak Avenue,21,member
13477,2023-07-05 16:38:58,2023-07-05 16:44:58,Midtown,University,6,member
13466,2023-07-05 16:41:59,2023-07-05 16:54:59,Pine Road,Harbor View,13,member
13478,2023-07-05 16:42:19,2023-07-05 16:56:19,Market Square,Downtown,14,member
13462,2023-07-05 16:42:57,2023-07-05 17:06:57,Oak Avenue,Tech Campus,24,casual
13470,2023-07-05 16:42:59,2023-07-05 17:13:59,Oak Avenue,City Hall,31,member
13451,2023-07-05 16:43:05,2023-07-05 16:52:05,Maple Drive,Pine Road,9,member
13468,2023-07-05 16:45:01,2023-07-05 16:57:01,Oak Avenue,Maple Drive,12,member
13476,2023-07-05 16:45:21,2023-07-05 17:10:21,Elm Street,Harbor View,25,member
13459,2023-07-05 16:47:03,2023-07-05 17:07:03,City Hall,Downtown,20,member
13480,2023-07-05 16:52:12,2023-07-05 17:22:12,Union Station,Union Station,30,member
13472,2023-07-05 16:52:17,2023-07-05 16:55:17,City Hall,Riverside,3,casual
13484,2023-07-05 16:53:45,2023-07-05 17:27:45,Harbor View,Harbor View,34,casual
13454,2023-07-05 16:55:07,2023-07-05 16:59:07,Oak Avenue,Midtown,4,member
13471,2023-07-05 16:55:37,2023-07-05 17:16:37,Elm Street,Central Park,21,casual
13482,2023-07-05 16:55:43,2023-07-05 17:22:43,Midtown,Lakeside,27,casual
13487,2023-07-05 16:57:49,2023-07-05 17:20:49,Downtown,Tech Campus,23,casual
13461,2023-07-05 16:58:44,2023-07-05 17:23:44,University,University,25,member
13455,2023-07-05 16:59:01,2023-07-05 17:16:01,Midtown,Market Square,17,casual
13479,2023-07-05 16:59:07,2023-07-05 17:24:07,Oak Avenue,University,25,member
13499,2023-07-05 17:01:52,2023-07-05 17:22:52,Elm Street,Maple Drive,21,member
13502,2023-07-05 17:02:06,2023-07-05 17:33:06,Union Station,Central Park,31,casual
13505,2023-07-05 17:02:07,2023-07-05 17:09:07,Maple Drive,Market Square,7,member
13517,2023-07-05 17:03:25,2023-07-05 17:20:25,Downtown,University,17,member
