incident_id,date,crime_type
29079,2023-04-18,ROBBERY
29080,18-Apr-2023,THEFT
29081,04/18/2023,ROBBERY
29082,18-Apr-2023,DRUG OFFENSE
29083,04/18/2023,BURGLARY
29084,04/18/2023,VANDALISM
29085,2023-04-18,VANDALISM
29086,18-Apr-2023,VANDALISM
29087,04/18/2023,ASSAULT
29088,04/18/2023,THEFT
29089,18-Apr-2023,DRUG OFFENSE
29090,2023-04-18,BURGLARY
29091,2023-04-18,VANDALISM
29092,2023-04-18,THEFT
29093,2023-04-18,BURGLARY
29094,18-Apr-2023,ASSAULT
29095,04/18/2023,THEFT
29096,04/18/2023,VANDALISM
29097,04/18/2023,THEFT
29098,2023-04-18,OTHER
29099,04/18/2023,FRAUD
29100,18-Apr-2023,OTHER
29101,04/18/2023,OTHER
29102,18-Apr-2023,VANDALISM
29103,04/18/2023,THEFT
29104,2023-04-18,OTHER
29105,04/18/2023,VANDALISM
29106,04/18/2023,VANDALISM
29107,18-Apr-2023,FRAUD
29108,04/18/2023,BURGLARY
29109,2023-04-18,ASSAULT
29110,2023-04-18,BURGLARY
29111,18-Apr-2023,ASSAULT
29112,2023-04-18,THEFT
29113,04/18/2023,ASSAULT
29114,18-Apr-2023,VANDALISM
29115,04/18/2023,ROBBERY
29116,04/19/2023,THEFT
29117,19-Apr-2023,DRUG OFFENSE
29118,04/19/2023,VANDALISM
29119,19-Apr-2023,VANDALISM
29120,2023-04-19,OTHER
29121,04/19/2023,FRAUD
29122,04/19/2023,THEFT
29123,04/19/2023,THEFT
29124,04/19/2023,FRAUD
29125,2023-04-19,ASSAULT
29126,2023-04-19,DRUG OFFENSE
29127,19-Apr-2023,DRUG OFFENSE
29128,19-Apr-2023,OTHER
29129,04/19/2023,ASSAULT
29130,19-Apr-2023,VANDALISM
29131,2023-04-19,ROBBERY
29132,04/19/2023,OTHER
29133,19-Apr-2023,OTHER
29134,2023-04-19,OTHER
29135,2023-04-19,OTHER
29136,04/19/2023,ASSAULT
29137,19-Apr-2023,BURGLARY
29138,19-Apr-2023,FRAUD
29139,19-Apr-2023,OTHER
29140,04/19/2023,DRUG OFFENSE
29141,2023-04-19,VANDALISM
29142,19-Apr-2023,ROBBERY
29143,04/19/2023,OTHER
29144,2023-04-19,THEFT
29145,04/19/2023,OTHER
29146,04/19/2023,ASSAULT
29147,2023-04-19,ROBBERY
29148,19-Apr-2023,ROBBERY
29149,2023-04-19,FRAUD
29150,04/19/2023,THEFT
29151,04/19/2023,THEFT
29152,04/19/2023,BURGLARY
29153,20-Apr-2023,ASSAULT
29154,20-Apr-2023,FRAUD
29155,20-Apr-2023,DRUG OFFENSE
29156,20-Apr-2023,BURGLARY
29157,04/20/2023,DRUG OFFENSE
29158,2023-04-20,ASSAULT
29159,20-Apr-2023,ASSAULT
29160,20-Apr-2023,ROBBERY
29161,2023-04-20,BURGLARY
29162,2023-04-20,DRUG OFFENSE
29163,2023-04-20,DRUG OFFENSE
29164,2023-04-20,BURGLARY
29165,20-Apr-2023,BURGLARY
29166,20-Apr-2023,ASSAULT
29167,04/20/2023,FRAUD
29168,04/20/2023,DRUG OFFENSE
29169,04/20/2023,BURGLARY
29170,04/20/2023,ASSAULT
29171,04/20/2023,DRUG OFFENSE
29172,2023-04-20,BURGLARY
29173,20-Apr-2023,FRAUD
29174,20-Apr-2023,ASSAULT
29175,04/20/2023,ASSAULT
29176,04/20/2023,OTHER
29177,20-Apr-2023,FRAUD
29178,2023-04-20,ASSAULT
29179,20-Apr-2023,BURGLARY
29180,20-Apr-2023,BURGLARY
29181,04/20/2023,ROBBERY
29182,20-Apr-2023,THEFT
29183,04/20/2023,THEFT
29184,20-Apr-2023,ROBBERY
29185,04/20/2023,THEFT
29186,04/20/2023,VANDALISM
29187,20-Apr-2023,ASSAULT
29188,2023-04-20,OTHER
29189,2023-04-20,FRAUD
29190,20-Apr-2023,BURGLARY
29191,04/20/2023,VANDALISM
29192,04/20/2023,FRAUD
29193,20-Apr-2023,DRUG OFFENSE
29194,2023-04-20,ASSAULT
29195,04/21/2023,VANDALISM
29196,2023-04-21,ASSAULT
29197,2023-04-21,ASSAULT
29198,04/21/2023,DRUG OFFENSE
29199,21-Apr-2023,BURGLARY
29200,04/21/2023,VANDALISM
29201,21-Apr-2023,VANDALISM
29202,04/21/2023,ASSAULT
29203,04/21/2023,VANDALISM
29204,04/21/2023,THEFT
29205,2023-04-21,VANDALISM
29206,2023-04-21,ASSAULT
29207,04/21/2023,OTHER
29208,21-Apr-2023,ROBBERY
29209,04/21/2023,THEFT
29210,04/21/2023,FRAUD
29211,21-Apr-2023,OTHER
29212,04/21/2023,ROBBERY
29213,04/21/2023,ROBBERY
29214,2023-04-21,ROBBERY
29215,04/21/2023,BURGLARY
29216,04/21/2023,VANDALISM
29217,2023-04-21,FRAUD
29218,04/21/2023,VANDALISM
29219,21-Apr-2023,VANDALISM
29220,2023-04-21,ROBBERY
29221,04/21/2023,VANDALISM
29222,04/21/2023,ROBBERY
29223,2023-04-21,DRUG OFFENSE
29224,2023-04-21,DRUG OFFENSE
29225,04/21/2023,DRUG OFFENSE
29226,04/21/2023,OTHER
29227,04/21/2023,BURGLARY
29228,21-Apr-2023,OTHER
29229,04/21/2023,ROBBERY
29230,04/21/2023,ROBBERY
29231,2023-04-22,ROBBERY
29232,22-Apr-2023,FRAUD
29233,2023-04-22,THEFT
29234,22-Apr-2023,OTHER
29235,04/22/2023,VANDALISM
29236,22-Apr-2023,OTHER
29237,2023-04-22,FRAUD
29238,22-Apr-2023,VANDALISM
29239,04/22/2023,VANDALISM
29240,2023-04-22,BURGLARY
29241,22-Apr-2023,OTHER
29242,22-Apr-2023,BURGLARY
29243,04/22/2023,FRAUD
29244,22-Apr-2023,VANDALISM
29245,2023-04-22,BURGLARY
29246,22-Apr-2023,VANDALISM
29247,22-Apr-2023,THEFT
29248,22-Apr-2023,ASSAULT
29249,22-Apr-2023,THEFT
29250,04/22/2023,BURGLARY
29251,2023-04-22,OTHER
29252,04/22/2023,FRAUD
29253,22-Apr-2023,DRUG OFFENSE
29254,04/22/2023,DRUG OFFENSE
29255,2023-04-22,FRAUD
29256,2023-04-22,ROBBERY
29257,04/22/2023,FRAUD
29258,04/22/2023,DRUG OFFENSE
29259,04/22/2023,THEFT
29260,04/22/2023,FRAUD
29261,2023-04-22,FRAUD
29262,04/22/2023,OTHER
29263,2023-04-22,FRAUD
29264,04/22/2023,ROBBERY
29265,22-Apr-2023,BURGLARY
29266,2023-04-22,DRUG OFFENSE
29267,2023-04-23,FRAUD
29268,23-Apr-2023,FRAUD
29269,23-Apr-2023,BURGLARY
29270,23-Apr-2023,ROBBERY
29271,2023-04-23,OTHER
29272,23-Apr-2023,VANDALISM
29273,2023-04-23,DRUG OFFENSE
29274,23-Apr-2023,OTHER
29275,23-Apr-2023,OTHER
29276,04/23/2023,DRUG OFFENSE
29277,04/23/2023,DRUG OFFENSE
29278,23-Apr-2023,VANDALISM
29279,04/23/2023,OTHER
29280,23-Apr-2023,VANDALISM
29281,23-Apr-2023,ASSAULT
29282,2023-04-23,ROBBERY
29283,2023-04-23,VANDALISM
29284,23-Apr-2023,ROBBERY
29285,23-Apr-2023,THEFT
29286,2023-04-23,VANDALISM
29287,2023-04-23,FRAUD
29288,23-Apr-2023,ASSAULT
29289,23-Apr-2023,ROBBERY
29290,04/23/2023,BURGLARY
29291,04/23/2023,ROBBERY
29292,23-Apr-2023,OTHER
29293,2023-04-23,THEFT
29294,04/23/2023,ASSAULT
29295,23-Apr-2023,BURGLARY
29296,04/23/2023,BURGLARY
29297,04/23/2023,DRUG OFFENSE
29298,04/23/2023,FRAUD
29299,04/23/2023,VANDALISM
29300,23-Apr-2023,OTHER
29301,04/23/2023,OTHER
29302,23-Apr-2023,DRUG OFFENSE
29303,04/23/2023,ASSAULT
29304,23-Apr-2023,BURGLARY
29305,23-Apr-2023,VANDALISM
29306,2023-04-23,VANDALISM
29307,04/23/2023,DRUG OFFENSE
29308,04/23/2023,VANDALISM
29309,04/23/2023,VANDALISM
29310,2023-04-23,DRUG OFFENSE
29311,23-Apr-2023,BURGLARY
29312,04/23/2023,THEFT
29313,04/24/2023,BURGLARY
29314,04/24/2023,ASSAULT
29315,04/24/2023,ROBBERY
29316,24-Apr-2023,ASSAULT
29317,04/24/2023,THEFT
29318,24-Apr-2023,THEFT
29319,24-Apr-2023,ASSAULT
29320,2023-04-24,VANDALISM
29321,2023-04-24,VANDALISM
29322,04/24/2023,VANDALISM
29323,2023-04-24,ROBBERY
29324,2023-04-24,BURGLARY
29325,04/24/2023,ROBBERY
29326,04/24/2023,OTHER
29327,2023-04-24,THEFT
29328,24-Apr-2023,ASSAULT
29329,04/24/2023,BURGLARY
29330,24-Apr-2023,FRAUD
29331,04/24/2023,OTHER
29332,24-Apr-2023,OTHER
29333,04/24/2023,THEFT
29334,04/24/2023,ROBBERY
29335,2023-04-24,VANDALISM
29336,24-Apr-2023,VANDALISM
29337,24-Apr-2023,DRUG OFFENSE
29338,2023-04-24,DRUG OFFENSE
29339,2023-04-24,VANDALISM
29340,24-Apr-2023,ASSAULT
29341,24-Apr-2023,FRAUD
29342,04/24/2023,DRUG OFFENSE
29343,2023-04-24,FRAUD
29344,2023-04-24,VANDALISM
29345,04/24/2023,THEFT
29346,2023-04-24,THEFT
29347,04/24/2023,BURGLARY
29348,24-Apr-2023,FRAUD
29349,04/24/2023,OTHER
29350,24-Apr-2023,FRAUD
29351,2023-04-24,BURGLARY
29352,2023-04-24,OTHER
29353,2023-04-24,OTHER
29354,04/24/2023,VANDALISM
29355,24-Apr-2023,OTHER
29356,04/24/2023,DRUG OFFENSE
29357,04/24/2023,ROBBERY
29358,2023-04-24,ROBBERY
29359,2023-04-25,ASSAULT
29360,25-Apr-2023,VANDALISM
29361,04/25/2023,DRUG OFFENSE
29362,04/25/2023,THEFT
29363,2023-04-25,ASSAULT
29364,25-Apr-2023,OTHER
29365,2023-04-25,DRUG OFFENSE
29366,2023-04-25,DRUG OFFENSE
29367,04/25/2023,FRAUD
29368,25-Apr-2023,VANDALISM
29369,04/25/2023,DRUG OFFENSE
29370,25-Apr-2023,VANDALISM
29371,04/25/2023,ASSAULT
29372,25-Apr-2023,THEFT
29373,04/25/2023,OTHER
29374,25-Apr-2023,OTHER
29375,04/25/2023,OTHER
29376,2023-04-25,BURGLARY
29377,04/25/2023,DRUG OFFENSE
29378,25-Apr-2023,THEFT
29379,2023-04-25,FRAUD
29380,25-Apr-2023,OTHER
29381,04/25/2023,FRAUD
29382,04/25/2023,THEFT
29383,2023-04-25,THEFT
29384,04/25/2023,THEFT
29385,2023-04-25,THEFT
29386,2023-04-25,OTHER
29387,25-Apr-2023,BURGLARY
29388,2023-04-25,THEFT
29389,25-Apr-2023,BURGLARY
29390,2023-04-25,VANDALISM
29391,04/25/2023,THEFT
29392,25-Apr-2023,ASSAULT
29393,04/25/2023,THEFT
29394,25-Apr-2023,DRUG OFFENSE
29395,2023-04-26,THEFT
29396,26-Apr-2023,ROBBERY
29397,04/26/2023,DRUG OFFENSE
29398,2023-04-26,ROBBERY
29399,04/26/2023,OTHER
29400,2023-04-26,THEFT
29401,26-Apr-2023,BURGLARY
29402,2023-04-26,ASSAULT
29403,26-Apr-2023,ROBBERY
29404,26-Apr-2023,DRUG OFFENSE
29405,2023-04-26,FRAUD
29406,04/26/2023,ASSAULT
29407,2023-04-26,DRUG OFFENSE
29408,26-Apr-2023,THEFT
29409,2023-04-26,OTHER
29410,04/26/2023,VANDALISM
29411,04/26/2023,VANDALISM
29412,04/26/2023,ROBBERY
29413,04/26/2023,OTHER
29414,2023-04-26,VANDALISM
29415,04/26/2023,THEFT
29416,04/26/2023,OTHER
29417,04/26/2023,OTHER
29418,2023-04-26,FRAUD
29419,2023-04-26,DRUG OFFENSE
29420,04/26/2023,DRUG OFFENSE
29421,26-Apr-2023,OTHER
29422,26-Apr-2023,THEFT
29423,04/26/2023,ROBBERY
29424,04/26/2023,OTHER
29425,26-Apr-2023,VANDALISM
29426,26-Apr-2023,ASSAULT
29427,26-Apr-2023,ROBBERY
29428,04/26/2023,VANDALISM
29429,2023-04-26,OTHER
29430,2023-04-26,VANDALISM
29431,26-Apr-2023,THEFT
29432,04/26/2023,OTHER
29433,04/26/2023,OTHER
29434,04/27/2023,ROBBERY
29435,2023-04-27,DRUG OFFENSE
29436,04/27/2023,OTHER
29437,04/27/2023,ASSAULT
29438,04/27/2023,VANDALISM
29439,04/27/2023,VANDALISM
29440,04/27/2023,DRUG OFFENSE
29441,27-Apr-2023,ASSAULT
29442,04/27/2023,DRUG OFFENSE
29443,04/27/2023,BURGLARY
29444,04/27/2023,OTHER
29445,04/27/2023,ASSAULT
29446,27-Apr-2023,OTHER
29447,04/27/2023,ROBBERY
29448,2023-04-27,THEFT
29449,27-Apr-2023,FRAUD
29450,04/27/2023,BURGLARY
29451,04/27/2023,VANDALISM
29452,2023-04-27,OTHER
29453,27-Apr-2023,DRUG OFFENSE
29454,27-Apr-2023,ROBBERY
29455,2023-04-27,ROBBERY
29456,27-Apr-2023,DRUG OFFENSE
29457,2023-04-27,THEFT
29458,2023-04-27,ROBBERY
29459,04/27/2023,ASSAULT
29460,04/27/2023,THEFT
29461,27-Apr-2023,OTHER
29462,04/27/2023,DRUG OFFENSE
29463,27-Apr-2023,DRUG OFFENSE
29464,04/27/2023,ROBBERY
29465,04/27/2023,ASSAULT
29466,2023-04-27,OTHER
29467,2023-04-27,FRAUD
29468,27-Apr-2023,THEFT
29469,27-Apr-2023,DRUG OFFENSE
29470,04/28/2023,OTHER
29471,04/28/2023,BURGLARY
29472,04/28/2023,THEFT
29473,28-Apr-2023,OTHER
29474,2023-04-28,VANDALISM
29475,28-Apr-2023,DRUG OFFENSE
29476,04/28/2023,ASSAULT
29477,28-Apr-2023,ASSAULT
29478,2023-04-28,VANDALISM
29479,04/28/2023,DRUG OFFENSE
29480,2023-04-28,VANDALISM
29481,04/28/2023,DRUG OFFENSE
29482,04/28/2023,DRUG OFFENSE
29483,04/28/2023,OTHER
29484,04/28/2023,BURGLARY
29485,04/28/2023,OTHER
29486,04/28/2023,BURGLARY
29487,2023-04-28,OTHER
29488,28-Apr-2023,OTHER
29489,28-Apr-2023,ASSAULT
29490,04/28/2023,BURGLARY
29491,28-Apr-2023,ROBBERY
29492,28-Apr-2023,OTHER
29493,28-Apr-2023,OTHER
29494,2023-04-28,OTHER
29495,28-Apr-2023,THEFT
29496,2023-04-28,OTHER
29497,28-Apr-2023,OTHER
29498,28-Apr-2023,ROBBERY
29499,2023-04-28,FRAUD
29500,04/28/2023,ROBBERY
29501,04/29/2023,VANDALISM
29502,04/29/2023,THEFT
29503,04/29/2023,OTHER
29504,29-Apr-2023,THEFT
29505,2023-04-29,THEFT
29506,2023-04-29,ASSAULT
29507,04/29/2023,OTHER
29508,29-Apr-2023,DRUG OFFENSE
29509,04/29/2023,FRAUD
29510,04/29/2023,THEFT
29511,2023-04-29,DRUG OFFENSE
29512,04/29/2023,ROBBERY
29513,29-Apr-2023,OTHER
29514,04/29/2023,DRUG OFFENSE
29515,04/29/2023,DRUG OFFENSE
29516,04/29/2023,THEFT
29517,04/29/2023,BURGLARY
29518,04/29/2023,DRUG OFFENSE
29519,2023-04-29,DRUG OFFENSE
29520,2023-04-29,THEFT
29521,04/29/2023,ASSAULT
29522,29-Apr-2023,FRAUD
29523,04/29/2023,FRAUD
29524,29-Apr-2023,ROBBERY
29525,2023-04-29,DRUG OFFENSE
29526,04/29/2023,ROBBERY
29527,2023-04-29,VANDALISM
29528,29-Apr-2023,VANDALISM
29529,2023-04-29,OTHER
29530,29-Apr-2023,VANDALISM
29531,04/29/2023,DRUG OFFENSE
29532,2023-04-29,ASSAULT
29533,2023-04-29,DRUG OFFENSE
29534,04/29/2023,BURGLARY
29535,04/29/2023,ASSAULT
29536,04/29/2023,BURGLARY
29537,04/29/2023,BURGLARY
29538,04/29/2023,FRAUD
29539,2023-04-29,OTHER
29540,04/29/2023,ASSAULT
29541,29-Apr-2023,THEFT
29542,04/29/2023,ROBBERY
29543,2023-04-29,ASSAULT
29544,04/29/2023,THEFT
29545,04/29/2023,ROBBERY
29546,2023-04-29,ASSAULT
29547,2023-04-29,BURGLARY
29548,29-Apr-2023,ROBBERY
29549,2023-04-29,OTHER
29550,04/29/2023,FRAUD
29551,04/30/2023,DRUG OFFENSE
29552,2023-04-30,ROBBERY
29553,30-Apr-2023,THEFT
29554,04/30/2023,ASSAULT
29555,30-Apr-2023,VANDALISM
29556,30-Apr-2023,ROBBERY
29557,30-Apr-2023,FRAUD
29558,30-Apr-2023,ROBBERY
29559,2023-04-30,FRAUD
29560,04/30/2023,ROBBERY
29561,04/30/2023,DRUG OFFENSE
29562,04/30/2023,THEFT
29563,2023-04-30,VANDALISM
29564,2023-04-30,BURGLARY
29565,2023-04-30,THEFT
29566,30-Apr-2023,DRUG OFFENSE
29567,2023-04-30,OTHER
29568,04/30/2023,THEFT
29569,04/30/2023,VANDALISM
29570,2023-04-30,BURGLARY
29571,2023-04-30,VANDALISM
29572,04/30/2023,VANDALISM
29573,30-Apr-2023,OTHER
29574,2023-04-30,DRUG OFFENSE
29575,30-Apr-2023,VANDALISM
29576,30-Apr-2023,VANDALISM
29577,30-Apr-2023,ASSAULT
29578,30-Apr-2023,THEFT
29579,2023-04-30,FRAUD
29580,2023-04-30,ROBBERY
29581,04/30/2023,FRAUD
29582,30-Apr-2023,FRAUD
29583,30-Apr-2023,ASSAULT
29584,04/30/2023,THEFT
29585,2023-04-30,BURGLARY
29586,04/30/2023,ASSAULT
29587,2023-04-30,OTHER
29588,04/30/2023,DRUG OFFENSE
29589,2023-04-30,VANDALISM
29590,04/30/2023,FRAUD
29591,2023-04-30,BURGLARY
29592,30-Apr-2023,OTHER
29593,04/30/2023,BURGLARY
29594,2023-05-01,ROBBERY
29595,05/01/2023,DRUG OFFENSE
29596,05/01/2023,THEFT
29597,2023-05-01,ROBBERY
29598,05/01/2023,OTHER
29599,05/01/2023,BURGLARY
29600,05/01/2023,ASSAULT
29601,05/01/2023,DRUG OFFENSE
29602,05/01/2023,THEFT
29603,2023-05-01,FRAUD
29604,2023-05-01,VANDALISM
29605,05/01/2023,BURGLARY
29606,01-May-2023,DRUG OFFENSE
29607,05/01/2023,ASSAULT
29608,05/01/2023,VANDALISM
29609,2023-05-01,ROBBERY
29610,05/01/2023,ROBBERY
29611,05/01/2023,DRUG OFFENSE
29612,05/01/2023,VANDALISM
29613,01-May-2023,VANDALISM
29614,2023-05-01,THEFT
29615,01-May-2023,VANDALISM
29616,2023-05-01,FRAUD
29617,05/01/2023,FRAUD
29618,01-May-2023,ROBBERY
29619,2023-05-01,VANDALISM
29620,01-May-2023,OTHER
29621,01-May-2023,FRAUD
29622,05/01/2023,ASSAULT
29623,05/01/2023,ASSAULT
29624,2023-05-01,FRAUD
29625,02-May-2023,THEFT
29626,2023-05-02,ASSAULT
29627,2023-05-02,FRAUD
29628,05/02/2023,ROBBERY
29629,2023-05-02,VANDALISM
29630,05/02/2023,DRUG OFFENSE
29631,02-May-2023,ASSAULT
29632,2023-05-02,VANDALISM
29633,05/02/2023,BURGLARY
29634,05/02/2023,FRAUD
29635,05/02/2023,ASSAULT
29636,02-May-2023,FRAUD
29637,05/02/2023,BURGLARY
29638,2023-05-02,DRUG OFFENSE
29639,02-May-2023,BURGLARY
29640,05/02/2023,VANDALISM
29641,02-May-2023,FRAUD
29642,05/02/2023,BURGLARY
29643,05/02/2023,OTHER
29644,02-May-2023,DRUG OFFENSE
29645,05/02/2023,VANDALISM
29646,05/02/2023,DRUG OFFENSE
29647,2023-05-02,DRUG OFFENSE
29648,02-May-2023,ASSAULT
29649,02-May-2023,BURGLARY
29650,05/02/2023,OTHER
29651,05/02/2023,BURGLARY
29652,05/02/2023,FRAUD
29653,05/02/2023,THEFT
29654,02-May-2023,FRAUD
29655,05/02/2023,ROBBERY
29656,05/02/2023,FRAUD
29657,2023-05-02,FRAUD
29658,02-May-2023,FRAUD
29659,2023-05-02,OTHER
29660,2023-05-02,ASSAULT
29661,2023-05-02,VANDALISM
29662,05/02/2023,FRAUD
29663,05/02/2023,OTHER
29664,02-May-2023,VANDALISM
29665,2023-05-02,THEFT
29666,2023-05-02,ASSAULT
29667,2023-05-02,OTHER
29668,2023-05-02,THEFT
29669,05/02/2023,THEFT
29670,05/02/2023,VANDALISM
29671,05/03/2023,ASSAULT
29672,05/03/2023,VANDALISM
29673,2023-05-03,ASSAULT
29674,2023-05-03,ASSAULT
29675,03-May-2023,OTHER
29676,2023-05-03,ROBBERY
29677,03-May-2023,VANDALISM
29678,05/03/2023,VANDALISM
29679,05/03/2023,ASSAULT
29680,05/03/2023,FRAUD
29681,03-May-2023,VANDALISM
29682,03-May-2023,ROBBERY
29683,2023-05-03,ASSAULT
29684,2023-05-03,THEFT
29685,03-May-2023,THEFT
29686,2023-05-03,OTHER
29687,2023-05-03,FRAUD
29688,05/03/2023,BURGLARY
29689,05/03/2023,ASSAULT
29690,05/03/2023,DRUG OFFENSE
29691,05/03/2023,DRUG OFFENSE
29692,03-May-2023,THEFT
29693,03-May-2023,OTHER
29694,03-May-2023,FRAUD
29695,03-May-2023,ASSAULT
29696,05/03/2023,BURGLARY
29697,05/03/2023,ASSAULT
29698,03-May-2023,BURGLARY
29699,2023-05-03,FRAUD
29700,05/03/2023,THEFT
29701,05/03/2023,THEFT
29702,05/03/2023,DRUG OFFENSE
29703,05/03/2023,ROBBERY
29704,05/03/2023,BURGLARY
29705,05/03/2023,THEFT
29706,05/03/2023,OTHER
29707,2023-05-03,FRAUD
29708,05/04/2023,THEFT
29709,04-May-2023,THEFT
29710,04-May-2023,VANDALISM
29711,04-May-2023,OTHER
29712,2023-05-04,ROBBERY
29713,05/04/2023,THEFT
29714,04-May-2023,BURGLARY
29715,05/04/2023,ROBBERY
29716,05/04/2023,DRUG OFFENSE
29717,05/04/2023,DRUG OFFENSE
29718,04-May-2023,BURGLARY
29719,05/04/2023,OTHER
29720,04-May-2023,ROBBERY
29721,2023-05-04,OTHER
29722,05/04/2023,OTHER
29723,2023-05-04,ASSAULT
29724,05/04/2023,VANDALISM
29725,2023-05-04,VANDALISM
29726,05/04/2023,FRAUD
29727,2023-05-04,DRUG OFFENSE
29728,2023-05-04,DRUG OFFENSE
29729,05/04/2023,VANDALISM
29730,04-May-2023,ROBBERY
29731,04-May-2023,FRAUD
29732,2023-05-04,DRUG OFFENSE
29733,05/04/2023,OTHER
29734,2023-05-04,DRUG OFFENSE
29735,2023-05-04,BURGLARY
29736,2023-05-04,ROBBERY
29737,04-May-2023,BURGLARY
29738,2023-05-04,OTHER
29739,05/04/2023,ROBBERY
29740,04-May-2023,DRUG OFFENSE
29741,2023-05-04,ROBBERY
29742,05/04/2023,ASSAULT
29743,04-May-2023,THEFT
29744,04-May-2023,ROBBERY
29745,2023-05-04,ROBBERY
29746,04-May-2023,BURGLARY
29747,04-May-2023,THEFT
29748,05-May-2023,BURGLARY
29749,2023-05-05,ASSAULT
29750,2023-05-05,OTHER
29751,2023-05-05,BURGLARY
29752,2023-05-05,OTHER
29753,05/05/2023,ASSAULT
29754,2023-05-05,OTHER
29755,05-May-2023,THEFT
29756,2023-05-05,BURGLARY
29757,05-May-2023,DRUG OFFENSE
29758,05-May-2023,VANDALISM
29759,05-May-2023,BURGLARY
29760,05/05/2023,FRAUD
29761,2023-05-05,ROBBERY
29762,05/05/2023,ROBBERY
29763,05/05/2023,OTHER
29764,05-May-2023,FRAUD
29765,05-May-2023,FRAUD
29766,2023-05-05,THEFT
29767,05-May-2023,FRAUD
29768,2023-05-05,ASSAULT
29769,05/05/2023,ASSAULT
29770,05-May-2023,THEFT
29771,2023-05-05,THEFT
29772,05-May-2023,VANDALISM
29773,2023-05-05,OTHER
29774,05/05/2023,ASSAULT
29775,2023-05-05,FRAUD
29776,05-May-2023,THEFT
29777,2023-05-05,DRUG OFFENSE
29778,05/05/2023,ASSAULT
29779,05/05/2023,FRAUD
29780,05/05/2023,BURGLARY
29781,2023-05-05,DRUG OFFENSE
29782,05/05/2023,DRUG OFFENSE
29783,2023-05-05,OTHER
29784,05/05/2023,ASSAULT
29785,05/05/2023,ROBBERY
29786,05/05/2023,VANDALISM
29787,2023-05-05,OTHER
29788,05-May-2023,VANDALISM
29789,05/05/2023,OTHER
29790,05/05/2023,DRUG OFFENSE
29791,2023-05-05,DRUG OFFENSE
29792,05/05/2023,ROBBERY
29793,05-May-2023,OTHER
29794,05/05/2023,DRUG OFFENSE
29795,05/05/2023,DRUG OFFENSE
29796,2023-05-05,ROBBERY
29797,05/05/2023,THEFT
29798,05-May-2023,DRUG OFFENSE
29799,05/05/2023,THEFT
29800,05-May-2023,VANDALISM
29801,2023-05-06,ROBBERY
29802,2023-05-06,BURGLARY
29803,05/06/2023,BURGLARY
29804,2023-05-06,OTHER
29805,06-May-2023,ASSAULT
29806,05/06/2023,OTHER
29807,05/06/2023,VANDALISM
29808,06-May-2023,ROBBERY
29809,06-May-2023,DRUG OFFENSE
29810,05/06/2023,FRAUD
29811,2023-05-06,DRUG OFFENSE
29812,05/06/2023,VANDALISM
29813,06-May-2023,BURGLARY
29814,2023-05-06,THEFT
29815,2023-05-06,BURGLARY
29816,05/06/2023,ASSAULT
29817,06-May-2023,ROBBERY
29818,05/06/2023,BURGLARY
29819,05/06/2023,OTHER
29820,05/06/2023,THEFT
29821,2023-05-06,ROBBERY
29822,2023-05-06,THEFT
29823,2023-05-06,OTHER
29824,2023-05-06,BURGLARY
29825,06-May-2023,FRAUD
29826,06-May-2023,FRAUD
29827,06-May-2023,ASSAULT
29828,2023-05-06,BURGLARY
29829,2023-05-06,ASSAULT
29830,06-May-2023,FRAUD
29831,2023-05-06,DRUG OFFENSE
29832,05/06/2023,BURGLARY
29833,05/06/2023,OTHER
29834,06-May-2023,OTHER
29835,06-May-2023,OTHER
29836,06-May-2023,ROBBERY
29837,2023-05-06,THEFT
29838,2023-05-06,OTHER
29839,06-May-2023,ROBBERY
29840,06-May-2023,BURGLARY
29841,2023-05-06,ROBBERY
29842,05/06/2023,THEFT
29843,05/06/2023,FRAUD
29844,06-May-2023,VANDALISM
29845,05/06/2023,ASSAULT
29846,2023-05-06,VANDALISM
29847,06-May-2023,ROBBERY
29848,05/06/2023,ASSAULT
29849,05/06/2023,VANDALISM
29850,05/06/2023,FRAUD
29851,05/06/2023,THEFT
29852,05/06/2023,THEFT
29853,05/06/2023,OTHER
29854,2023-05-06,ROBBERY
29855,2023-05-06,BURGLARY
29856,2023-05-07,OTHER
29857,2023-05-07,OTHER
29858,07-May-2023,FRAUD
29859,2023-05-07,DRUG OFFENSE
29860,07-May-2023,ROBBERY
29861,2023-05-07,VANDALISM
29862,05/07/2023,OTHER
29863,2023-05-07,DRUG OFFENSE
29864,05/07/2023,ROBBERY
29865,07-May-2023,BURGLARY
29866,2023-05-07,DRUG OFFENSE
29867,07-May-2023,THEFT
29868,05/07/2023,ROBBERY
29869,2023-05-07,ASSAULT
29870,07-May-2023,ASSAULT
29871,07-May-2023,OTHER
29872,07-May-2023,FRAUD
29873,2023-05-07,ROBBERY
29874,2023-05-07,DRUG OFFENSE
29875,05/07/2023,VANDALISM
29876,05/07/2023,ROBBERY
29877,07-May-2023,ROBBERY
29878,07-May-2023,DRUG OFFENSE
29879,05/07/2023,FRAUD
29880,2023-05-07,ROBBERY
29881,05/07/2023,DRUG OFFENSE
29882,2023-05-07,ROBBERY
29883,05/07/2023,FRAUD
29884,2023-05-07,BURGLARY
29885,07-May-2023,OTHER
29886,05/07/2023,VANDALISM
29887,05/07/2023,VANDALISM
29888,07-May-2023,VANDALISM
