Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
21937.4973,645.0232,171.7544,154.0007,1.426,0.7561,27378.0687,195.0167,0.754,0.9626,0.843,0.8958,0.0093,0.0029,0.8865,0.9898,SEKER
58105.1236,856.9688,427.8085,172.155,2.1532,0.9294,50172.4474,273.8692,0.6267,0.9729,0.7315,0.6924,0.0075,0.0015,0.4979,0.9666,CALI
22926.2355,688.6278,213.2477,127.0166,1.6908,0.6553,28368.212,167.5476,0.7503,0.9811,0.8322,0.8707,0.0086,0.0036,0.6978,0.9871,DERMASON
78187.0262,1115.9253,401.3582,267.3386,1.5727,0.7857,100781.3611,323.7763,0.7522,0.9767,0.8302,0.7749,0.0043,0.0012,0.6221,0.9837,BOMBAY
26228.2704,708.5205,253.7358,135.9471,1.5051,0.7798,29331.3817,165.0241,0.7435,0.9691,0.7379,0.7657,0.008,0.0029,0.666,0.9738,SIRA
33239.1513,931.1916,399.5339,144.8597,2.9189,0.9272,46593.6582,222.2256,0.7617,0.9639,0.6006,0.5938,0.0083,0.0014,0.3197,0.9516,HOROZ
94912.2087,1043.6017,436.0162,241.4598,1.6966,0.7956,92163.4101,349.0094,0.7055,0.9697,0.8222,0.781,0.0044,0.0014,0.6307,0.9792,BOMBAY
51747.9647,1002.1431,385.8519,181.5893,2.4533,0.9359,56789.1206,279.0366,0.6038,0.9636,0.5366,0.6297,0.008,0.0014,0.422,0.9482,CALI
31418.7828,640.1594,207.338,137.7377,1.431,0.7059,33929.6026,179.3673,0.773,0.9519,0.8457,0.8574,0.0079,0.0024,0.7909,0.998,SEKER
79874.0995,1182.7328,445.0412,257.1076,1.6771,0.768,90332.2802,315.7631,0.6776,0.9702,0.8176,0.7683,0.0054,0.0016,0.6171,0.99,BOMBAY
21750.3544,524.8846,196.6626,142.5806,1.3639,0.7877,31926.2502,166.4031,0.7674,0.9868,0.8781,0.8306,0.0081,0.0027,0.5666,0.9845,DERMASON
28128.4063,638.9589,234.4835,142.254,1.9291,0.7431,30696.7721,190.5025,0.7072,0.9573,0.7852,0.7194,0.0078,0.0019,0.7001,0.9809,SIRA
62126.2457,874.6953,396.3607,183.9271,1.6657,0.8635,65275.1195,300.8948,0.6732,0.9549,0.7567,0.6898,0.0059,0.0018,0.4749,0.948,BARBUNYA
62873.1298,959.4007,370.2961,194.5177,1.9872,0.8541,57488.6099,239.3439,0.6984,0.9563,0.7672,0.6768,0.0079,0.0018,0.6179,0.977,BARBUNYA
48885.3471,1132.8119,449.633,155.8604,2.4927,0.9121,56771.161,227.0369,0.6152,0.9692,0.5885,0.6548,0.0096,0.0012,0.3378,0.9446,HOROZ
49389.5867,930.5668,404.1792,151.8619,2.6684,0.9138,58393.7333,232.4969,0.6008,0.9499,0.6106,0.6356,0.0085,0.0016,0.3869,0.9506,HOROZ
27728.7321,693.7469,255.4764,153.4162,1.6011,0.7963,30285.16,173.1248,0.8366,0.9738,0.7978,0.7853,0.0086,0.0027,0.5762,0.9914,SIRA
20312.1248,626.7859,226.1492,150.0664,1.5128,0.7812,28185.0713,151.775,0.8211,0.9619,0.8307,0.8799,0.01,0.003,0.6687,0.9652,DERMASON
43280.6544,1067.3598,403.723,218.0658,2.005,0.8765,69723.3113,251.7174,0.7185,0.9745,0.7776,0.7329,0.0059,0.0017,0.522,0.9401,BARBUNYA
31348.3401,1041.2349,419.7941,178.2862,2.3783,0.92,60312.6678,261.5827,0.6952,0.9487,0.6176,0.67,0.0079,0.001,0.4786,0.9603,CALI
32866.2645,626.6274,259.5214,145.0135,1.5991,0.6882,33022.0816,171.0483,0.6785,0.9692,0.7821,0.7318,0.0075,0.0028,0.656,0.9827,SIRA
25958.0717,694.03,217.0221,135.2547,1.4983,0.7387,22113.4635,161.5666,0.6884,0.9637,0.7816,0.7936,0.0093,0.003,0.5989,0.9854,DERMASON
88878.8082,1109.112,403.129,252.447,1.6254,0.81,86782.8224,341.7856,0.7892,0.9797,0.9326,0.7767,0.0051,0.0013,0.6031,0.9813,BOMBAY
26558.6804,699.989,230.9395,148.3183,1.4766,0.8141,24306.9945,200.4823,0.7931,0.9797,0.8431,0.859,0.0082,0.0025,0.6331,1.0,SIRA
74724.2213,870.9808,322.8996,204.8142,1.7886,0.9516,47949.892,297.6819,0.6437,0.9598,0.7465,0.7017,0.0077,0.002,0.4929,0.9828,BARBUNYA
23791.0777,593.8301,211.8741,153.5053,1.3606,0.6773,28148.9026,176.1044,0.7888,0.9652,0.8518,0.8513,0.0066,0.0024,0.6866,0.9849,SEKER
24506.1064,542.4104,217.4283,161.4402,1.4515,0.6982,36423.304,170.7238,0.8227,0.9792,0.8446,0.8462,0.0076,0.0027,0.6978,0.9878,SEKER
66916.6363,954.5751,421.601,196.5366,1.8736,0.8214,58570.5609,247.3858,0.6326,0.9434,0.718,0.7022,0.0068,0.0016,0.5407,0.9831,BARBUNYA
27100.6666,571.7993,255.0397,169.8986,1.4669,0.7098,26582.4957,149.0076,0.82,0.9767,0.8803,0.8252,0.0092,0.0028,0.73,0.9845,SEKER
54720.0637,1013.7829,409.7998,151.5146,3.0611,0.8979,49368.6148,229.4556,0.6412,0.9675,0.582,0.6078,0.0096,0.0011,0.4171,0.9254,HOROZ
76557.9523,955.8381,367.7947,175.5189,1.8252,0.8609,53995.4881,269.9019,0.7062,0.9563,0.8102,0.7323,0.0065,0.0018,0.442,0.9758,BARBUNYA
78018.4462,1223.1473,421.7778,256.8378,1.6347,0.8082,81370.4332,314.4885,0.662,0.9727,0.8734,0.8026,0.0049,0.0013,0.5877,0.9843,BOMBAY
57240.5294,895.6656,400.7945,160.113,2.3642,0.9088,42083.2764,235.0217,0.6386,0.9708,0.6347,0.7085,0.0062,0.0017,0.4884,0.956,CALI
31584.1836,630.8223,217.8265,148.3868,1.7021,0.8177,27460.628,182.5279,0.7993,0.9887,0.761,0.7448,0.0097,0.0026,0.7084,0.9825,SIRA
43535.4987,1048.4367,369.5309,214.497,1.7415,0.8913,51547.823,317.5397,0.7509,0.9482,0.8083,0.7122,0.0054,0.002,0.6082,0.9671,BARBUNYA
30708.8149,614.6547,235.6673,140.6904,1.3947,0.7284,28365.5138,176.1017,0.7417,0.9699,0.8323,0.8325,0.0096,0.0026,0.5502,0.9796,DERMASON
83409.0779,1165.7068,421.4122,288.1215,1.6265,0.8338,82173.0981,338.3923,0.7803,0.969,0.8447,0.7721,0.0049,0.0015,0.6532,0.9804,BOMBAY
49740.3537,1032.1209,364.7836,167.0857,2.4385,0.9637,57507.097,235.1805,0.6296,0.9534,0.7473,0.7024,0.0072,0.0014,0.3695,0.9528,CALI
59663.7337,991.2767,387.2906,201.1558,1.6038,0.84,59922.4595,297.0138,0.6151,0.9829,0.7558,0.6974,0.0064,0.0021,0.5531,0.9625,BARBUNYA
31523.6201,563.2629,215.5572,161.8777,1.5297,0.596,30963.4168,189.6876,0.8313,0.9771,0.8721,0.8344,0.0071,0.0028,0.7104,1.0,SEKER
50200.9044,993.5286,435.0522,172.3823,2.6022,0.8921,46368.2523,225.2876,0.6537,0.9705,0.5638,0.6325,0.0074,0.0016,0.3442,0.9552,HOROZ
58435.9001,1018.3942,386.5317,192.9122,2.0387,0.8839,69231.402,235.2991,0.6732,0.9724,0.6667,0.6486,0.0086,0.0016,0.3823,0.9612,CALI
23206.0657,659.2797,232.0465,154.1528,1.4304,0.6832,33836.973,157.2796,0.7865,0.9824,0.8553,0.835,0.0085,0.0023,0.6932,0.9849,SEKER
80720.3769,1132.2863,411.1523,284.6318,1.5815,0.7573,84328.3721,348.7776,0.7896,0.968,0.8405,0.8088,0.0048,0.0012,0.6621,0.9891,BOMBAY
41761.1341,1045.4723,368.1885,193.592,1.6897,0.7877,56070.4762,276.2035,0.6891,0.9369,0.7256,0.7605,0.0081,0.0018,0.5728,0.97,BARBUNYA
36379.7846,1057.5177,484.4184,151.5893,2.536,0.9431,52416.1459,243.9378,0.6669,0.9658,0.4774,0.615,0.008,0.0011,0.4111,0.9587,HOROZ
30978.8014,548.5363,230.8727,159.4205,1.4659,0.5974,27113.7924,196.3546,0.8244,0.9623,0.8588,0.9052,0.0069,0.0027,0.7289,0.9909,SEKER
20956.829,600.6853,205.2445,159.2185,1.2539,0.7554,28309.256,175.6451,0.8296,0.9698,0.8803,0.8586,0.0099,0.0028,0.6666,0.9904,SEKER
27050.4047,593.7705,233.5302,159.0661,1.6579,0.7649,23076.4558,177.0247,0.7453,0.9651,0.8617,0.757,0.0097,0.0026,0.4906,0.9806,SIRA
92122.5599,1112.555,481.6674,270.6409,1.736,0.7563,112890.8125,339.8242,0.7579,0.9678,0.8485,0.7891,0.0049,0.0015,0.6477,0.9825,BOMBAY
24559.6861,711.5209,211.7869,146.0875,1.606,0.7363,29278.4674,191.641,0.7473,0.963,0.7453,0.7437,0.0092,0.0021,0.6083,0.9712,SIRA
62680.7101,923.6393,382.0587,199.2486,2.084,0.8107,57145.0115,268.9906,0.7267,0.9576,0.7007,0.6721,0.007,0.0015,0.5791,0.9744,BARBUNYA
28941.2108,620.1441,202.5028,152.8112,1.3429,0.6548,24363.0433,179.1265,0.7158,0.9725,0.8387,0.8763,0.0087,0.0033,0.6518,0.9971,SEKER
40010.9555,1045.3714,345.8838,184.8727,2.2015,0.9042,51127.8718,267.318,0.6039,0.9822,0.7237,0.6121,0.0079,0.0012,0.3865,0.9456,CALI
31492.3781,532.1064,186.3709,135.257,1.5873,0.6544,30764.4146,189.0002,0.7285,0.9813,0.8044,0.809,0.01,0.0029,0.6626,0.9807,DERMASON
25324.2087,624.2988,216.6964,160.266,1.5134,0.7642,27927.4428,163.0927,0.6892,0.967,0.7853,0.8373,0.0092,0.0027,0.5967,0.9903,DERMASON
31935.0299,709.6942,228.1146,160.3775,1.5994,0.7871,37177.7192,177.5043,0.7958,0.9784,0.7946,0.7522,0.007,0.0032,0.7073,0.9995,SIRA
46136.7372,1119.4097,394.7751,199.9592,2.1787,0.9112,58755.5871,223.4894,0.5906,0.959,0.6234,0.6827,0.0075,0.002,0.4242,0.9655,CALI
48734.6267,1095.8319,388.8023,169.9064,2.5177,0.9409,43896.9018,226.296,0.6655,0.9716,0.5574,0.6104,0.0102,0.0017,0.3924,0.9506,HOROZ
29928.4795,684.9345,179.3676,152.3841,1.5641,0.7493,29236.8711,199.8835,0.7431,0.9614,0.8537,0.7437,0.009,0.0034,0.6783,0.9673,DERMASON
30732.3255,613.018,243.4039,136.419,1.5665,0.7528,24775.0775,175.1751,0.7797,0.9744,0.8512,0.8539,0.0093,0.0028,0.6697,0.994,DERMASON
36166.8613,613.1083,237.0597,156.1234,1.5713,0.7722,31987.6407,174.0826,0.7521,0.9649,0.7822,0.8098,0.0094,0.0022,0.6329,0.9739,SIRA
89551.4262,1131.2214,431.8574,269.3591,1.7439,0.7722,90589.9767,340.2848,0.7103,0.9643,0.8692,0.7716,0.0051,0.0012,0.6082,0.9786,BOMBAY
59662.8603,1011.1984,420.9284,138.4585,2.938,0.9107,34503.3461,213.672,0.6281,0.9646,0.6242,0.6583,0.0085,0.001,0.2762,0.9579,HOROZ
91336.9858,1140.7793,455.8116,249.8134,1.6762,0.7463,86525.965,331.5084,0.63,0.9695,0.8393,0.7604,0.0045,0.0011,0.6267,0.9794,BOMBAY
39365.6675,1021.1007,393.7461,163.8919,2.6642,0.9406,40833.8753,224.1775,0.6192,0.9665,0.4719,0.5884,0.0092,0.0008,0.449,0.9457,HOROZ
29086.4956,714.9928,197.2425,151.4166,2.0181,0.8555,33557.5333,185.668,0.709,0.9505,0.8307,0.8614,0.0099,0.0021,0.6201,0.971,SIRA
52026.2191,1027.4845,394.5139,167.5478,2.714,0.9305,43520.136,271.8493,0.662,0.9799,0.5183,0.622,0.0089,0.0008,0.3245,0.9328,HOROZ
55850.3198,918.8666,384.9928,194.5387,2.0565,0.798,55986.3937,270.5125,0.6712,0.9568,0.7711,0.7272,0.0067,0.0014,0.6234,0.9509,BARBUNYA
43631.3253,915.2717,391.0224,169.3158,2.4655,0.9509,75646.784,290.8471,0.6327,0.9602,0.6312,0.6437,0.0082,0.0018,0.427,0.9716,CALI
24792.0291,575.1545,245.9445,152.5417,1.5298,0.7785,32558.3447,185.1411,0.6783,0.9915,0.7947,0.7017,0.0088,0.0025,0.5578,0.9733,SIRA
58508.5391,1094.7806,392.7917,192.8335,1.9123,0.9035,61018.0489,265.0046,0.8078,0.963,0.8003,0.7642,0.0061,0.0018,0.5362,0.9769,BARBUNYA
44983.5362,1033.7798,363.4746,155.6637,2.6416,0.9786,51180.0981,213.8345,0.578,0.9736,0.5637,0.6377,0.0094,0.0009,0.3261,0.9547,HOROZ
53949.2742,1011.7372,417.5199,205.3437,2.1943,0.8962,64443.424,230.1512,0.6255,0.9628,0.6769,0.6347,0.0065,0.0018,0.4865,0.9656,CALI
81114.3466,1169.2143,407.5022,264.9385,1.4788,0.7706,90677.2856,331.7109,0.7495,0.9785,0.8673,0.7799,0.0053,0.0015,0.622,0.9817,BOMBAY
61511.1695,1064.1882,331.5765,235.6722,1.7708,0.7978,42652.9997,247.6677,0.6917,0.9547,0.6951,0.7677,0.005,0.0015,0.6775,0.9746,BARBUNYA
26237.2056,619.1815,205.3692,149.0671,1.3961,0.6889,31295.9105,164.3906,0.7745,0.9859,0.8429,0.8187,0.0074,0.003,0.6567,0.9901,SEKER
88524.4283,1155.1125,409.0423,245.4546,1.6918,0.796,75125.383,327.1358,0.7134,0.9672,0.8653,0.7724,0.005,0.0012,0.6349,0.9723,BOMBAY
34256.3511,671.1341,239.3655,161.3077,1.5113,0.7186,29103.1323,171.8739,0.8292,0.9663,0.7563,0.8205,0.0121,0.0026,0.5525,0.9757,SIRA
25726.0658,682.8314,239.5933,149.1495,1.2012,0.6686,22932.8685,182.8144,0.8088,0.9555,0.881,0.8135,0.0108,0.0027,0.7438,0.9848,SEKER
81622.8727,1172.2385,439.1942,271.1895,1.7396,0.8364,94567.6864,340.8849,0.7369,0.9728,0.8462,0.7858,0.005,0.0011,0.5839,0.9736,BOMBAY
90643.9681,1133.3684,413.7621,275.0424,1.6177,0.8144,77230.7198,321.2271,0.6306,0.9696,0.8667,0.7479,0.0046,0.0015,0.5912,0.98,BOMBAY
21329.1445,625.0776,271.1654,148.4613,1.5093,0.7021,27700.5944,180.7655,0.7374,0.9564,0.8241,0.7683,0.0088,0.0029,0.7253,0.9727,DERMASON
26539.6234,691.5499,223.0402,180.0835,1.4835,0.8347,31497.8352,190.4626,0.7371,0.9613,0.9499,0.769,0.0084,0.0034,0.6016,0.9784,SIRA
27397.2538,586.6666,247.0627,165.3996,1.3616,0.6707,23559.6887,185.4126,0.7183,0.97,0.8493,0.867,0.0093,0.003,0.7139,0.9865,SEKER
53607.9839,923.9292,450.4039,154.7046,2.864,0.9247,52555.4298,220.6458,0.6868,0.9733,0.4874,0.586,0.01,0.0013,0.3952,0.952,HOROZ
99048.6503,1189.9967,457.7195,248.9059,1.6544,0.7656,80730.9758,360.1552,0.7761,0.9766,0.8651,0.7601,0.0051,0.0015,0.6185,0.9704,BOMBAY
71009.0071,1030.8708,296.2194,196.8203,1.7305,0.8582,55782.4606,274.0076,0.7225,0.9561,0.6773,0.7234,0.0071,0.002,0.5388,0.9767,BARBUNYA
23672.005,630.3507,218.6669,155.2785,1.5389,0.7433,18687.0894,168.6127,0.7697,0.9587,0.808,0.8343,0.01,0.002,0.667,0.9746,SIRA
21037.2692,581.3369,220.238,139.5122,1.4251,0.6954,24291.9346,183.3537,0.7907,0.9637,0.8993,0.8285,0.0089,0.0033,0.7361,0.9836,SEKER
48357.2476,998.2252,400.505,164.3716,2.0351,0.9118,68312.6491,263.5679,0.729,0.9838,0.6106,0.6623,0.0074,0.0011,0.4341,0.9507,CALI
58587.9242,942.9438,326.0656,197.2468,1.7812,0.8842,49141.3738,255.8001,0.6405,0.9678,0.7733,0.7735,0.0061,0.0019,0.6094,0.9664,BARBUNYA
47658.468,900.8603,368.7354,188.7769,1.8682,0.8354,63199.4009,253.7802,0.7175,0.9685,0.8044,0.7576,0.0063,0.0018,0.4659,0.9731,BARBUNYA
22738.1607,589.7737,270.3842,176.8214,1.4906,0.8016,34021.3969,177.496,0.7253,0.9744,0.7767,0.7646,0.0106,0.003,0.7494,0.984,DERMASON
21706.2579,645.0974,240.7244,162.8649,1.4843,0.7533,21139.4445,188.2221,0.8226,0.9813,0.9271,0.8324,0.009,0.003,0.6901,0.991,SEKER
40388.9584,999.8013,367.4135,162.0532,2.261,0.9433,43858.5902,245.5655,0.6066,0.967,0.7067,0.6795,0.0073,0.0017,0.545,0.9623,CALI
26927.9981,627.6233,211.2735,163.159,1.3191,0.729,27859.3131,205.5974,0.8039,0.9755,0.9266,0.8259,0.008,0.002,0.7635,0.9983,SEKER
99019.332,1188.3715,431.7973,274.9359,1.7806,0.7922,96023.1715,330.801,0.7162,0.9665,0.8883,0.8125,0.005,0.0013,0.6083,0.975,BOMBAY
24380.9505,625.5714,213.1797,148.131,1.603,0.7803,21778.5624,174.6123,0.8191,0.9692,0.8459,0.811,0.0092,0.0027,0.6946,0.9626,DERMASON
24102.7182,535.4947,205.7336,136.4839,1.5067,0.6858,26594.8088,185.228,0.7733,0.9828,0.8617,0.844,0.0102,0.0026,0.74,0.982,DERMASON
58822.8403,1100.0123,406.6182,163.435,2.2858,0.9279,69713.6911,278.7486,0.6252,0.9447,0.6242,0.6844,0.0082,0.0012,0.4391,0.9664,CALI
24413.9462,643.7775,230.1203,168.8154,1.4952,0.7578,17163.6492,187.5878,0.7301,0.9646,0.837,0.7886,0.0082,0.0021,0.6538,0.9858,DERMASON
21681.264,678.9923,213.9561,149.2459,1.6063,0.8019,25395.074,196.431,0.6911,0.9681,0.7122,0.6668,0.0082,0.0025,0.4882,0.9797,SIRA
93875.0075,1094.461,462.6364,251.046,1.6205,0.8477,83008.4621,315.8943,0.7647,0.9718,0.8488,0.7707,0.0046,0.001,0.6464,0.981,BOMBAY
53397.1134,961.498,396.7369,176.5083,2.5343,0.9061,49652.6296,260.8316,0.6834,0.9615,0.5885,0.6719,0.0089,0.0019,0.4107,0.9746,CALI
29558.5335,650.4362,236.5808,169.9212,1.4698,0.5858,27978.5724,163.4118,0.7319,0.9687,0.9173,0.8599,0.0085,0.0034,0.7321,0.9853,SEKER
86425.0531,1112.0716,443.546,249.8925,1.6494,0.736,91579.8627,344.7254,0.6667,0.9742,0.8854,0.7971,0.0049,0.0015,0.6425,0.982,BOMBAY
33112.2536,786.0435,240.3401,141.6154,1.4496,0.803,22910.3505,181.5111,0.6585,0.9923,0.7388,0.7433,0.0085,0.0033,0.5581,0.9766,SIRA
91464.4367,1118.3064,477.2889,267.7578,1.6847,0.7902,90348.7002,337.8642,0.7681,0.9707,0.8602,0.7966,0.0048,0.0011,0.611,0.9824,BOMBAY
21829.1033,596.9692,240.5111,191.0379,1.4585,0.6406,25457.9537,196.0684,0.7946,0.9739,0.8795,0.886,0.0105,0.0027,0.7279,0.9925,SEKER
50302.263,944.192,451.7973,162.9424,2.711,0.8946,45550.3845,255.2229,0.6026,0.9631,0.5656,0.5726,0.0082,0.0015,0.3571,0.952,HOROZ
96557.2423,1132.0107,395.6351,254.4164,1.6707,0.7899,99896.8614,350.0473,0.8185,0.9718,0.8774,0.7641,0.0049,0.001,0.617,0.9775,BOMBAY
86430.2373,1218.8191,428.7963,272.4065,1.6628,0.7652,87393.7047,348.5508,0.7378,0.9662,0.8629,0.7698,0.005,0.0012,0.6261,0.976,BOMBAY
22619.3053,534.4723,227.0242,139.3707,1.2534,0.7674,22414.6503,176.5403,0.7729,0.9707,0.8292,0.8288,0.0091,0.0026,0.7188,0.9792,SEKER
20345.3798,619.2501,230.7293,146.6247,1.5553,0.811,28536.5567,162.8354,0.7616,0.962,0.7797,0.7577,0.0092,0.0033,0.5975,0.9859,DERMASON
74602.2191,995.8306,406.1949,195.336,1.8653,0.8356,59796.4939,263.0297,0.7246,0.9828,0.6868,0.7119,0.0051,0.0017,0.5419,0.9746,BARBUNYA
20438.0445,576.0432,236.4092,166.7167,1.4072,0.6464,28479.1734,169.0918,0.8128,0.9437,0.8546,0.8261,0.0096,0.0026,0.7819,0.9972,SEKER
63839.4862,859.023,430.7047,157.5778,2.2524,0.8862,61207.5345,265.0588,0.6277,0.9611,0.678,0.6769,0.0075,0.0014,0.4502,0.969,CALI
44488.7114,867.8241,432.3465,169.0894,2.6809,0.907,55152.1782,221.6476,0.7086,0.9564,0.548,0.6153,0.0093,0.0018,0.3995,0.9466,HOROZ
35626.9378,982.1306,395.1312,138.0408,2.6278,0.9436,41606.6241,274.2614,0.6705,0.9866,0.6679,0.5639,0.0095,0.0004,0.4123,0.9441,HOROZ
48125.817,1087.933,387.7697,148.6082,3.0478,0.9265,55460.202,249.5112,0.6078,0.9704,0.6151,0.5856,0.0085,0.0015,0.3998,0.9525,HOROZ
26226.7194,655.6091,215.0934,151.2623,1.4302,0.7163,35694.2816,191.4787,0.726,0.9602,0.8179,0.8523,0.0072,0.0032,0.7054,0.9932,SEKER
54902.3687,1092.4948,405.3002,166.0395,2.4057,0.8834,50045.4569,248.4557,0.6345,0.9571,0.6912,0.7116,0.0064,0.0019,0.466,0.9522,CALI
39581.2004,1019.5073,444.4207,135.165,2.7885,0.9469,50256.6164,248.5619,0.7032,0.995,0.4464,0.6659,0.0091,0.0014,0.3923,0.9418,HOROZ
54199.1828,1149.2853,391.7692,175.3536,2.5503,0.9491,43783.1579,234.6966,0.7206,0.982,0.5506,0.5826,0.0095,0.0009,0.4147,0.9547,HOROZ
84582.5951,1164.1459,390.975,259.4525,1.5857,0.7773,82659.1002,329.0068,0.7646,0.9679,0.8041,0.7589,0.005,0.0011,0.6351,0.979,BOMBAY
22517.6258,699.0196,210.0627,155.5692,1.5999,0.7036,24335.5493,178.7191,0.7678,0.9471,0.8445,0.7975,0.0094,0.0023,0.6731,0.9832,SIRA
23584.8406,605.6664,181.1743,145.0103,1.3446,0.7008,31754.6238,181.7599,0.7805,0.9717,0.9134,0.8768,0.0086,0.0023,0.7652,0.9919,SEKER
59554.6489,1009.421,325.9923,202.8788,1.8445,0.8816,43792.4444,255.8883,0.6801,0.9514,0.7693,0.6577,0.0048,0.0018,0.5829,0.9617,BARBUNYA
46984.533,968.9592,401.7357,155.6465,2.7507,0.9238,47643.7748,254.3956,0.6522,0.9621,0.5662,0.5928,0.0104,0.0008,0.3606,0.9505,HOROZ
21665.4403,736.9224,209.2833,168.3199,1.3976,0.6271,26293.3411,164.4028,0.7444,0.9673,0.879,0.7818,0.0082,0.0037,0.6724,0.9916,SEKER
26491.4796,588.3107,197.5594,176.9661,1.4548,0.6708,21088.3725,179.2142,0.793,0.9717,0.9104,0.8868,0.0082,0.0025,0.6953,0.9879,SEKER
22108.1255,653.1287,247.618,157.4976,1.7567,0.755,33615.4613,177.6936,0.786,0.9812,0.7073,0.7845,0.0092,0.0021,0.656,0.982,SIRA
46781.1627,1027.2087,385.5945,160.0054,2.8001,0.9647,30689.1711,209.8048,0.6134,0.9797,0.5508,0.6573,0.0083,0.0014,0.3619,0.9461,HOROZ
29805.7679,646.9379,220.626,162.3109,1.6293,0.762,33477.7843,163.0391,0.7443,0.9778,0.7669,0.775,0.0103,0.0031,0.529,0.9814,SIRA
56330.4629,1062.1952,403.1586,190.7067,2.1878,0.8945,67988.6712,272.3794,0.6666,0.9536,0.6178,0.6189,0.008,0.001,0.4361,0.9676,CALI
49528.626,1000.9464,395.3034,173.5714,2.7946,0.9283,47000.3423,263.6689,0.6257,0.9709,0.5949,0.6115,0.0073,0.0013,0.3728,0.9558,HOROZ
24076.0908,610.86,207.15,148.5902,1.3033,0.602,23330.9949,180.6798,0.8103,0.9634,0.8215,0.8982,0.0072,0.0027,0.6732,0.9864,SEKER
89342.1307,1040.2582,451.2077,215.4808,1.6671,0.8017,96858.526,299.1929,0.7156,0.9701,0.859,0.795,0.0057,0.0015,0.633,0.9725,BOMBAY
31876.5876,627.3199,208.8388,134.4108,1.6095,0.7844,26702.938,179.4068,0.811,0.9827,0.7611,0.7205,0.0093,0.0034,0.7078,0.9853,DERMASON
86037.607,1192.6313,427.2747,274.4922,1.7201,0.8267,86133.2721,331.9484,0.6327,0.9759,0.834,0.8009,0.0049,0.0013,0.6395,0.985,BOMBAY
52992.2556,1155.2717,402.9332,198.7125,2.2354,0.8972,58940.2633,238.0111,0.7671,0.9542,0.6743,0.6307,0.0071,0.002,0.4112,0.9578,CALI
27628.8119,649.6463,199.9064,145.3868,1.3745,0.7491,27394.0898,184.3789,0.8171,0.9738,0.8773,0.8628,0.0081,0.0033,0.7148,0.9864,SEKER
58125.4651,961.9105,354.8039,203.7439,1.7999,0.8163,65084.831,253.4151,0.7595,0.9476,0.7832,0.7558,0.0069,0.0019,0.6043,0.9674,BARBUNYA
41991.3587,1030.1447,430.3505,159.2489,2.8814,0.9286,37794.0592,228.7222,0.606,0.9436,0.5214,0.6003,0.0067,0.0012,0.4166,0.9555,HOROZ
63850.8897,928.3534,331.0915,215.3375,1.7083,0.8977,65680.8896,246.0987,0.5725,0.9566,0.7872,0.6881,0.0068,0.0014,0.6266,0.9721,BARBUNYA
49550.9927,1143.4709,400.7809,169.577,2.6263,0.9402,42954.875,231.7985,0.716,0.9767,0.6135,0.6145,0.0085,0.0015,0.3461,0.9499,HOROZ
90290.3732,1129.6794,431.3894,260.9801,1.5574,0.7673,92100.4961,322.0002,0.7558,0.9619,0.8872,0.7714,0.0042,0.0009,0.5821,0.9745,BOMBAY
63049.9687,982.2459,382.6779,202.7833,1.8908,0.8951,56929.6185,247.5097,0.7554,0.9697,0.7887,0.7183,0.007,0.0023,0.5215,0.9767,BARBUNYA
30012.259,589.5994,210.2599,138.5703,1.6872,0.809,23618.6652,166.918,0.7633,0.9709,0.8235,0.7862,0.0104,0.0031,0.6517,0.9712,DERMASON
24269.7389,631.1171,205.0756,143.4448,1.3514,0.6173,27666.1515,174.0973,0.7194,0.9736,0.8861,0.8445,0.008,0.0031,0.7064,0.9913,SEKER
31910.9322,713.8469,236.6779,174.5837,1.3912,0.7907,15240.2522,181.3464,0.7796,0.9701,0.7768,0.7674,0.0088,0.0022,0.5853,0.9771,SIRA
56499.149,1133.7392,433.8409,139.2072,2.7877,0.9233,39441.8291,271.3371,0.6129,0.9784,0.5165,0.6279,0.0074,0.0011,0.3512,0.9578,HOROZ
25396.8169,577.3636,225.4826,129.7466,1.4581,0.8342,24683.5943,201.8677,0.7781,0.9794,0.8894,0.7198,0.01,0.0025,0.6258,0.9779,SIRA
62948.7322,1086.4514,395.0051,210.1715,1.9075,0.8199,53104.8377,283.9628,0.6259,0.9756,0.7703,0.7646,0.0074,0.0019,0.5451,0.9485,BARBUNYA
24727.8677,595.7779,226.2745,135.8318,1.5524,0.7736,25321.0054,172.0706,0.7569,0.9685,0.8306,0.769,0.008,0.0026,0.6089,0.9795,DERMASON
23416.6161,645.3304,210.5982,166.5656,1.2329,0.7064,28340.1673,164.3171,0.7287,0.9685,0.8505,0.8587,0.0069,0.0023,0.8257,0.9858,SEKER
43035.4286,984.1752,391.8494,187.5571,2.1213,0.9768,59350.6881,248.7352,0.624,0.947,0.6823,0.6903,0.0081,0.001,0.5177,0.9606,CALI
27638.648,638.6592,204.1399,174.9319,1.282,0.7779,33057.9801,166.5802,0.7698,0.9842,0.8504,0.8451,0.0079,0.0032,0.6896,0.99,SEKER
30748.6266,677.6574,239.194,134.0224,1.4449,0.7078,28762.7293,198.1433,0.8284,0.9566,0.7118,0.794,0.0099,0.0027,0.751,0.9835,DERMASON
