checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target
no checking,5,existing paid,new car,8580,<100,unemployed,2,male single,none,4,car,75,none,own,3,skilled,1,yes,yes,bad
0<=X<200,71,existing paid,vacation,11635,no known savings,>=7,4,male single,guarantor,3,real estate,51,none,own,1,unskilled resident,1,yes,yes,bad
no checking,27,critical/other existing credit,furniture/equipment,8861,no known savings,>=7,3,male single,none,2,real estate,25,none,rent,1,skilled,1,none,yes,bad
no checking,51,existing paid,new car,14122,no known savings,1<=X<4,1,female div/dep/mar,none,2,real estate,22,none,rent,1,skilled,1,yes,yes,good
0<=X<200,48,existing paid,new car,16937,no known savings,<1,4,male single,none,4,no known property,57,none,own,2,skilled,1,yes,yes,bad
no checking,61,existing paid,radio/tv,2412,<100,<1,3,male single,none,2,car,66,none,own,1,skilled,1,none,yes,good
no checking,39,delayed previously,radio/tv,6736,<100,<1,3,male single,none,4,real estate,28,none,rent,1,skilled,1,none,yes,good
<0,5,existing paid,furniture/equipment,4352,<100,<1,2,female div/dep/mar,none,4,real estate,33,none,own,1,unskilled resident,1,none,yes,good
no checking,21,existing paid,new car,16198,<100,1<=X<4,3,male mar/wid,none,4,car,34,none,own,1,skilled,1,none,yes,bad
0<=X<200,52,no credits/all paid,furniture/equipment,10668,no known savings,1<=X<4,4,male mar/wid,none,3,car,56,none,own,1,unskilled resident,1,yes,yes,good
no checking,11,critical/other existing credit,used car,1418,<100,1<=X<4,1,female div/dep/mar,none,1,life insurance,22,none,own,2,unskilled resident,1,none,yes,good
0<=X<200,61,delayed previously,radio/tv,665,500<=X<1000,>=7,2,female div/dep/mar,none,4,life insurance,22,none,rent,1,high qualif/self emp/mgmt,1,yes,no,good
no checking,18,existing paid,radio/tv,11155,>=1000,4<=X<7,2,male single,none,4,real estate,74,none,own,1,unskilled resident,1,none,yes,good
0<=X<200,20,critical/other existing credit,furniture/equipment,13682,no known savings,>=7,2,male mar/wid,none,4,car,73,bank,own,1,skilled,1,none,yes,good
<0,26,critical/other existing credit,new car,5493,no known savings,<1,3,male single,none,3,no known property,54,none,own,2,skilled,1,none,yes,bad
no checking,69,existing paid,business,16783,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,45,none,own,2,skilled,1,none,no,bad
<0,30,critical/other existing credit,furniture/equipment,6149,<100,1<=X<4,4,male single,co applicant,1,car,40,none,own,1,unskilled resident,1,none,no,bad
0<=X<200,40,existing paid,radio/tv,1088,<100,<1,2,male single,none,4,life insurance,40,none,rent,1,skilled,1,none,yes,good
no checking,52,existing paid,new car,6394,<100,unemployed,3,female div/dep/mar,none,4,life insurance,35,none,own,1,skilled,2,none,yes,good
no checking,67,existing paid,furniture/equipment,10138,<100,4<=X<7,4,male single,none,4,real estate,63,none,own,1,skilled,1,none,yes,good
>=200,37,all paid,new car,12781,<100,4<=X<7,3,female div/dep/mar,none,4,car,52,none,rent,1,skilled,1,none,no,good
no checking,21,existing paid,furniture/equipment,16185,>=1000,1<=X<4,3,male div/sep,none,2,life insurance,50,bank,own,2,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,67,critical/other existing credit,business,7716,<100,1<=X<4,2,male single,none,4,car,70,bank,rent,1,skilled,1,none,yes,bad
0<=X<200,47,no credits/all paid,furniture/equipment,15345,<100,1<=X<4,3,female div/dep/mar,none,4,life insurance,24,none,own,2,skilled,1,yes,yes,good
0<=X<200,20,existing paid,new car,11443,100<=X<500,unemployed,3,female div/dep/mar,co applicant,1,real estate,72,none,own,2,unskilled resident,1,none,yes,bad
no checking,62,existing paid,new car,1570,<100,1<=X<4,4,male single,none,4,real estate,51,none,own,2,skilled,1,yes,yes,bad
no checking,16,critical/other existing credit,furniture/equipment,13514,<100,<1,4,female div/dep/mar,none,2,car,26,stores,own,1,skilled,1,none,yes,good
no checking,55,existing paid,new car,12477,500<=X<1000,<1,1,female div/dep/mar,guarantor,4,real estate,68,none,for free,1,unskilled resident,1,yes,no,bad
no checking,63,existing paid,new car,18157,100<=X<500,>=7,1,female div/dep/mar,none,2,car,71,none,own,3,skilled,1,none,yes,bad
<0,45,all paid,radio/tv,5484,500<=X<1000,4<=X<7,4,male mar/wid,none,4,life insurance,54,none,own,2,skilled,1,yes,yes,good
0<=X<200,67,existing paid,furniture/equipment,12320,<100,4<=X<7,3,male single,none,1,life insurance,23,bank,own,2,skilled,1,none,yes,good
<0,69,critical/other existing credit,used car,6394,no known savings,1<=X<4,4,male single,none,3,life insurance,23,bank,for free,1,skilled,1,yes,yes,good
>=200,37,critical/other existing credit,business,802,100<=X<500,1<=X<4,1,male single,none,2,life insurance,65,none,own,1,skilled,1,none,yes,good
0<=X<200,67,no credits/all paid,new car,17115,<100,1<=X<4,3,male mar/wid,co applicant,2,real estate,28,bank,own,2,skilled,1,none,yes,good
no checking,36,critical/other existing credit,business,16219,100<=X<500,<1,3,female div/dep/mar,none,4,life insurance,58,none,own,1,skilled,1,yes,yes,good
0<=X<200,15,delayed previously,used car,849,no known savings,<1,4,male single,none,2,car,25,none,own,1,unskilled resident,1,none,yes,good
<0,22,critical/other existing credit,vacation,15348,<100,>=7,1,male single,none,4,car,30,bank,own,1,skilled,1,none,yes,good
<0,12,existing paid,radio/tv,15050,<100,4<=X<7,2,male single,none,4,life insurance,48,none,own,1,unskilled resident,1,none,no,good
no checking,20,existing paid,repairs,9606,no known savings,1<=X<4,3,female div/dep/mar,co applicant,4,life insurance,43,none,own,1,unskilled resident,2,yes,yes,good
no checking,53,existing paid,business,13120,500<=X<1000,1<=X<4,4,male single,none,4,real estate,46,bank,own,1,skilled,1,yes,yes,good
<0,42,delayed previously,used car,12674,<100,>=7,4,female div/dep/mar,none,2,real estate,61,none,own,1,skilled,1,none,yes,good
<0,44,existing paid,business,2232,500<=X<1000,<1,4,male single,none,2,real estate,31,none,own,1,high qualif/self emp/mgmt,2,yes,yes,good
no checking,13,no credits/all paid,furniture/equipment,18268,<100,1<=X<4,4,male single,none,3,no known property,65,none,own,1,skilled,2,none,yes,bad
<0,15,existing paid,furniture/equipment,8080,<100,1<=X<4,1,female div/dep/mar,none,1,real estate,67,none,own,1,skilled,1,none,yes,good
no checking,18,delayed previously,furniture/equipment,3247,<100,>=7,1,male single,none,4,real estate,40,bank,own,2,skilled,1,yes,yes,good
no checking,31,existing paid,radio/tv,17320,no known savings,>=7,2,male div/sep,none,2,real estate,72,none,rent,1,skilled,1,yes,yes,good
<0,7,delayed previously,new car,11856,no known savings,1<=X<4,2,male single,none,4,real estate,36,none,own,1,skilled,1,yes,yes,good
<0,39,critical/other existing credit,radio/tv,2009,<100,>=7,4,male single,none,1,car,45,none,rent,2,skilled,2,none,yes,good
no checking,68,existing paid,radio/tv,7273,<100,>=7,4,female div/dep/mar,none,4,real estate,26,none,rent,2,skilled,1,none,yes,good
0<=X<200,50,delayed previously,radio/tv,14142,<100,<1,2,female div/dep/mar,none,2,real estate,24,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,42,existing paid,education,15659,no known savings,1<=X<4,4,male mar/wid,none,1,car,29,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
no checking,41,critical/other existing credit,furniture/equipment,9779,no known savings,1<=X<4,4,female div/dep/mar,none,4,life insurance,47,stores,own,1,skilled,2,none,yes,good
no checking,47,existing paid,used car,364,100<=X<500,>=7,3,female div/dep/mar,none,2,car,59,none,rent,1,skilled,2,yes,yes,bad
no checking,54,delayed previously,used car,12399,>=1000,<1,1,female div/dep/mar,guarantor,4,car,23,none,for free,2,skilled,2,yes,yes,good
no checking,29,critical/other existing credit,new car,17202,500<=X<1000,>=7,3,male single,none,3,real estate,25,none,own,3,skilled,1,none,no,bad
0<=X<200,39,critical/other existing credit,new car,15951,<100,1<=X<4,3,male single,none,1,car,40,bank,own,2,skilled,1,none,yes,good
<0,72,delayed previously,furniture/equipment,9995,<100,4<=X<7,3,female div/dep/mar,none,4,real estate,65,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,4,existing paid,used car,2939,<100,1<=X<4,3,female div/dep/mar,none,3,car,71,none,own,1,skilled,1,none,yes,good
>=200,56,existing paid,business,3238,100<=X<500,4<=X<7,1,female div/dep/mar,guarantor,4,life insurance,72,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,9,critical/other existing credit,radio/tv,3401,100<=X<500,>=7,4,female div/dep/mar,none,3,real estate,22,none,rent,1,skilled,1,none,yes,bad
no checking,40,existing paid,furniture/equipment,11969,<100,>=7,3,male single,none,4,car,50,none,own,1,high qualif/self emp/mgmt,2,none,yes,good
<0,5,no credits/all paid,radio/tv,15908,no known savings,>=7,3,male single,none,2,no known property,37,none,own,2,skilled,1,yes,yes,good
0<=X<200,72,critical/other existing credit,new car,9263,<100,unemployed,4,female div/dep/mar,none,2,no known property,63,stores,own,1,skilled,1,none,yes,good
<0,44,delayed previously,furniture/equipment,6595,<100,4<=X<7,2,male single,none,3,car,51,none,own,1,skilled,1,none,yes,good
0<=X<200,54,delayed previously,radio/tv,3824,100<=X<500,<1,2,male single,none,3,life insurance,19,none,own,2,skilled,1,none,yes,good
<0,50,existing paid,furniture/equipment,8088,100<=X<500,1<=X<4,4,male mar/wid,none,2,real estate,72,none,own,1,unemp/unskilled non res,2,yes,yes,bad
<0,16,delayed previously,furniture/equipment,18242,100<=X<500,1<=X<4,2,male mar/wid,none,4,real estate,64,none,own,1,skilled,1,yes,yes,bad
<0,72,existing paid,business,17193,<100,1<=X<4,4,male single,none,4,life insurance,59,none,own,1,skilled,1,none,yes,good
no checking,69,delayed previously,education,13579,<100,1<=X<4,2,female div/dep/mar,none,1,life insurance,74,none,rent,1,skilled,1,none,yes,good
no checking,62,existing paid,radio/tv,15073,100<=X<500,>=7,1,female div/dep/mar,guarantor,2,no known property,62,none,own,1,high qualif/self emp/mgmt,1,yes,no,good
>=200,71,delayed previously,radio/tv,5815,<100,<1,3,female div/dep/mar,none,2,life insurance,68,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
no checking,62,critical/other existing credit,radio/tv,4685,<100,4<=X<7,2,female div/dep/mar,none,1,life insurance,59,none,own,1,unskilled resident,1,yes,yes,bad
0<=X<200,13,all paid,new car,5900,100<=X<500,1<=X<4,4,male single,none,2,life insurance,26,none,for free,2,skilled,1,none,yes,good
0<=X<200,16,critical/other existing credit,furniture/equipment,7686,<100,<1,4,male single,none,1,car,50,none,for free,1,skilled,1,none,yes,bad
no checking,5,existing paid,new car,3958,100<=X<500,<1,4,male single,none,4,car,48,none,for free,2,skilled,2,yes,yes,good
<0,18,critical/other existing credit,furniture/equipment,14701,no known savings,>=7,4,male single,co applicant,4,car,64,none,own,1,skilled,1,none,yes,good
no checking,49,critical/other existing credit,radio/tv,1959,<100,>=7,2,female div/dep/mar,none,1,life insurance,46,bank,own,2,skilled,1,yes,yes,bad
<0,60,existing paid,new car,10203,<100,>=7,4,male single,none,1,car,59,none,own,1,skilled,2,none,yes,good
no checking,13,critical/other existing credit,business,1942,>=1000,>=7,4,female div/dep/mar,none,4,real estate,70,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
<0,25,critical/other existing credit,business,15773,100<=X<500,<1,4,female div/dep/mar,none,3,no known property,50,none,own,2,skilled,1,yes,yes,good
no checking,11,existing paid,radio/tv,14572,100<=X<500,1<=X<4,4,male single,guarantor,4,life insurance,43,stores,own,1,unskilled resident,1,none,yes,good
0<=X<200,24,existing paid,radio/tv,9687,no known savings,4<=X<7,3,male div/sep,none,4,life insurance,52,none,for free,1,skilled,1,yes,yes,good
no checking,25,delayed previously,education,375,>=1000,1<=X<4,3,male single,co applicant,4,life insurance,51,none,own,1,skilled,2,none,yes,bad
<0,48,critical/other existing credit,new car,13194,no known savings,1<=X<4,4,female div/dep/mar,none,2,car,31,bank,for free,2,skilled,1,yes,yes,good
>=200,43,critical/other existing credit,radio/tv,1449,<100,1<=X<4,2,male single,none,4,real estate,43,none,own,1,unskilled resident,2,yes,yes,bad
no checking,25,critical/other existing credit,new car,6342,<100,4<=X<7,2,male single,none,4,no known property,60,none,own,1,skilled,1,none,yes,good
0<=X<200,33,existing paid,radio/tv,16625,<100,4<=X<7,4,female div/dep/mar,none,3,life insurance,58,none,rent,1,skilled,1,yes,yes,good
no checking,65,critical/other existing credit,used car,2961,<100,<1,2,male single,none,4,life insurance,57,bank,rent,1,skilled,2,yes,yes,bad
no checking,48,existing paid,education,9432,<100,1<=X<4,1,female div/dep/mar,none,2,real estate,74,none,own,1,skilled,1,none,yes,good
0<=X<200,38,existing paid,business,6245,<100,1<=X<4,1,male single,none,2,life insurance,62,none,own,1,skilled,2,none,yes,good
no checking,45,no credits/all paid,new car,8432,no known savings,1<=X<4,4,male single,none,4,life insurance,67,none,own,1,skilled,1,none,yes,good
>=200,8,existing paid,furniture/equipment,5752,<100,<1,2,male single,none,4,life insurance,75,none,for free,1,unskilled resident,1,none,yes,good
no checking,30,existing paid,business,13170,<100,4<=X<7,4,male mar/wid,none,4,car,62,none,own,2,skilled,2,none,yes,good
<0,65,existing paid,furniture/equipment,2815,<100,unemployed,3,female div/dep/mar,guarantor,4,life insurance,66,bank,rent,2,unemp/unskilled non res,1,none,yes,bad
0<=X<200,35,delayed previously,education,11039,<100,1<=X<4,3,male single,none,2,no known property,28,none,own,2,high qualif/self emp/mgmt,2,none,yes,bad
no checking,11,existing paid,radio/tv,5274,<100,>=7,3,male single,none,2,car,75,none,rent,1,skilled,2,yes,yes,good
no checking,21,existing paid,furniture/equipment,1281,<100,1<=X<4,4,male mar/wid,none,3,car,49,stores,own,3,skilled,2,none,yes,bad
0<=X<200,18,existing paid,used car,1491,<100,1<=X<4,2,female div/dep/mar,none,2,real estate,62,none,own,1,skilled,1,yes,yes,bad
no checking,29,existing paid,new car,1992,100<=X<500,4<=X<7,4,male single,none,4,life insurance,29,bank,rent,3,unemp/unskilled non res,1,none,yes,bad
0<=X<200,56,existing paid,radio/tv,5959,no known savings,1<=X<4,4,male single,none,2,life insurance,43,none,own,1,skilled,2,none,yes,good
<0,47,all paid,furniture/equipment,14989,no known savings,>=7,4,female div/dep/mar,none,4,car,64,none,own,1,unskilled resident,1,yes,yes,good
0<=X<200,35,existing paid,furniture/equipment,12080,100<=X<500,4<=X<7,4,male single,guarantor,4,no known property,72,stores,own,1,skilled,1,none,yes,good
0<=X<200,31,delayed previously,furniture/equipment,14028,<100,4<=X<7,3,female div/dep/mar,none,3,real estate,70,none,own,1,unskilled resident,2,none,no,good
>=200,42,delayed previously,radio/tv,8410,no known savings,1<=X<4,3,male single,none,2,real estate,63,none,own,2,skilled,1,none,yes,good
<0,35,existing paid,education,12625,no known savings,<1,4,male single,none,4,no known property,52,none,own,2,skilled,2,none,yes,good
no checking,21,existing paid,business,4653,<100,1<=X<4,4,male single,none,4,real estate,38,stores,for free,3,skilled,1,none,yes,good
no checking,14,critical/other existing credit,furniture/equipment,5147,500<=X<1000,1<=X<4,4,male single,none,4,car,25,none,own,1,unskilled resident,1,yes,yes,good
no checking,35,existing paid,repairs,413,<100,4<=X<7,4,male single,none,1,car,51,none,own,1,unskilled resident,1,none,yes,good
0<=X<200,23,existing paid,radio/tv,3560,>=1000,1<=X<4,4,female div/dep/mar,none,1,car,75,none,own,1,unskilled resident,1,yes,yes,good
0<=X<200,43,no credits/all paid,radio/tv,17629,no known savings,1<=X<4,2,female div/dep/mar,none,2,real estate,53,none,own,4,skilled,1,yes,yes,bad
no checking,11,existing paid,business,15241,<100,unemployed,4,male single,none,2,real estate,47,none,for free,1,skilled,1,none,yes,good
no checking,38,existing paid,new car,17982,no known savings,1<=X<4,4,female div/dep/mar,none,4,car,70,stores,own,2,skilled,2,none,yes,bad
<0,72,existing paid,new car,2501,100<=X<500,1<=X<4,4,female div/dep/mar,none,4,no known property,30,none,own,1,skilled,1,yes,no,bad
no checking,24,existing paid,education,11342,no known savings,4<=X<7,2,male single,none,2,life insurance,23,bank,rent,1,skilled,1,yes,yes,bad
no checking,27,existing paid,furniture/equipment,6840,<100,unemployed,4,female div/dep/mar,co applicant,2,life insurance,30,none,own,2,skilled,1,none,yes,bad
no checking,20,existing paid,education,7908,no known savings,4<=X<7,4,female div/dep/mar,none,2,car,47,none,own,1,skilled,1,none,yes,bad
no checking,21,critical/other existing credit,retraining,17066,<100,>=7,2,male single,none,4,no known property,53,none,rent,1,skilled,1,none,yes,good
no checking,15,critical/other existing credit,new car,5497,<100,<1,4,female div/dep/mar,none,3,car,38,stores,own,1,unskilled resident,1,none,yes,bad
0<=X<200,19,critical/other existing credit,vacation,7965,<100,1<=X<4,3,male mar/wid,none,4,no known property,55,none,own,2,skilled,1,yes,no,bad
no checking,7,critical/other existing credit,furniture/equipment,4067,no known savings,<1,4,male single,none,2,real estate,19,none,rent,1,skilled,1,yes,yes,bad
no checking,37,no credits/all paid,furniture/equipment,17704,>=1000,4<=X<7,3,male single,none,4,real estate,34,none,own,1,skilled,1,none,yes,good
<0,49,existing paid,radio/tv,4850,no known savings,1<=X<4,2,female div/dep/mar,none,2,car,48,none,own,1,skilled,1,yes,yes,good
<0,34,no credits/all paid,business,10232,no known savings,1<=X<4,3,male single,none,2,car,27,none,own,1,skilled,1,yes,yes,good
0<=X<200,28,delayed previously,new car,1244,<100,1<=X<4,4,male single,none,4,life insurance,60,none,own,1,skilled,1,none,yes,good
no checking,27,critical/other existing credit,furniture/equipment,4981,<100,>=7,1,male single,none,4,real estate,28,none,own,1,skilled,1,none,no,bad
no checking,68,existing paid,radio/tv,7920,<100,<1,4,female div/dep/mar,guarantor,2,car,31,none,own,2,skilled,1,yes,yes,good
<0,28,critical/other existing credit,radio/tv,17591,<100,unemployed,4,male single,none,2,real estate,66,none,own,2,skilled,1,yes,yes,good
>=200,31,all paid,radio/tv,8537,<100,>=7,4,male single,none,2,life insurance,38,none,own,1,skilled,1,yes,yes,good
0<=X<200,39,critical/other existing credit,new car,17265,<100,4<=X<7,1,male single,none,2,life insurance,47,none,own,2,skilled,2,none,yes,good
no checking,9,existing paid,used car,12126,<100,>=7,4,male single,none,4,car,75,stores,for free,1,high qualif/self emp/mgmt,2,none,yes,good
no checking,69,existing paid,furniture/equipment,17331,<100,4<=X<7,4,male single,none,4,car,22,none,own,1,skilled,1,none,yes,good
no checking,70,existing paid,domestic appliance,16665,<100,>=7,2,male single,none,1,life insurance,64,none,rent,1,skilled,2,none,yes,good
0<=X<200,51,existing paid,used car,16102,<100,1<=X<4,1,male div/sep,guarantor,2,car,67,bank,own,1,skilled,1,yes,yes,good
0<=X<200,70,existing paid,new car,13740,no known savings,>=7,2,male single,none,2,car,46,none,own,1,skilled,1,none,yes,good
<0,51,existing paid,business,5812,500<=X<1000,>=7,4,female div/dep/mar,none,3,car,55,none,rent,1,unskilled resident,1,yes,yes,bad
<0,68,critical/other existing credit,new car,8990,no known savings,1<=X<4,1,male single,none,2,car,31,none,for free,2,high qualif/self emp/mgmt,1,none,yes,bad
no checking,47,existing paid,other,2498,<100,<1,2,female div/dep/mar,none,4,real estate,75,none,for free,1,unskilled resident,1,yes,yes,bad
no checking,66,existing paid,radio/tv,6442,<100,1<=X<4,4,male single,none,2,real estate,21,none,rent,2,skilled,1,yes,yes,good
no checking,49,existing paid,repairs,10145,>=1000,<1,4,female div/dep/mar,none,4,real estate,55,bank,for free,1,skilled,1,none,yes,good
no checking,22,critical/other existing credit,used car,6656,<100,1<=X<4,4,male single,co applicant,4,real estate,66,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
>=200,67,existing paid,new car,1406,<100,1<=X<4,4,male single,none,4,life insurance,37,none,own,1,unskilled resident,1,none,yes,bad
no checking,53,existing paid,radio/tv,14568,<100,1<=X<4,1,female div/dep/mar,none,4,car,46,none,own,1,skilled,1,none,yes,bad
no checking,66,existing paid,education,8785,<100,4<=X<7,4,female div/dep/mar,none,4,car,37,none,own,2,skilled,2,yes,yes,good
no checking,44,existing paid,radio/tv,5545,<100,1<=X<4,2,female div/dep/mar,none,4,car,35,bank,own,2,skilled,1,yes,yes,bad
<0,10,delayed previously,new car,12514,<100,4<=X<7,3,male single,none,2,life insurance,36,none,own,1,unskilled resident,1,none,yes,good
0<=X<200,12,existing paid,radio/tv,6404,100<=X<500,<1,4,male single,none,2,life insurance,36,none,rent,2,skilled,1,none,yes,good
<0,7,existing paid,radio/tv,9386,<100,<1,2,male single,none,1,life insurance,75,none,own,2,skilled,1,yes,yes,good
no checking,52,critical/other existing credit,radio/tv,13463,<100,<1,4,female div/dep/mar,none,4,real estate,41,none,own,1,unskilled resident,1,yes,yes,good
no checking,9,existing paid,radio/tv,12322,>=1000,1<=X<4,3,male single,none,4,real estate,58,none,own,1,skilled,1,none,yes,good
<0,24,existing paid,education,10492,<100,<1,1,male single,guarantor,2,car,68,none,own,2,skilled,1,yes,yes,bad
no checking,18,existing paid,radio/tv,3535,<100,1<=X<4,4,male single,none,4,no known property,27,none,own,1,skilled,1,none,yes,good
no checking,70,critical/other existing credit,new car,9772,no known savings,1<=X<4,4,male single,none,4,real estate,47,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,69,existing paid,furniture/equipment,2253,<100,>=7,4,female div/dep/mar,none,4,real estate,69,none,rent,1,skilled,1,none,yes,bad
<0,59,critical/other existing credit,new car,10229,<100,unemployed,3,female div/dep/mar,none,4,car,60,none,rent,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,71,existing paid,furniture/equipment,10688,<100,4<=X<7,4,male div/sep,none,4,real estate,47,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,35,all paid,furniture/equipment,14477,<100,4<=X<7,1,female div/dep/mar,none,2,car,20,none,own,1,skilled,1,none,yes,good
no checking,69,delayed previously,new car,3922,<100,>=7,2,female div/dep/mar,none,2,car,35,bank,for free,2,unskilled resident,2,yes,yes,good
0<=X<200,32,critical/other existing credit,furniture/equipment,7708,>=1000,>=7,3,female div/dep/mar,none,3,no known property,75,none,rent,1,skilled,1,none,yes,good
no checking,69,existing paid,new car,3729,<100,unemployed,1,male single,none,2,life insurance,74,bank,for free,1,skilled,1,yes,yes,good
>=200,37,critical/other existing credit,domestic appliance,15137,<100,<1,4,male mar/wid,none,1,car,63,none,own,2,skilled,1,yes,yes,good
>=200,30,critical/other existing credit,business,301,<100,>=7,3,male single,none,4,life insurance,49,none,own,1,skilled,1,yes,yes,good
no checking,63,existing paid,new car,2409,<100,1<=X<4,2,male single,none,4,car,46,none,own,1,skilled,1,yes,yes,bad
0<=X<200,42,existing paid,business,4640,100<=X<500,1<=X<4,1,male single,none,4,life insurance,61,none,own,1,skilled,1,none,yes,bad
<0,47,existing paid,radio/tv,16330,<100,4<=X<7,4,female div/dep/mar,none,2,real estate,66,bank,rent,1,unskilled resident,1,yes,yes,bad
<0,39,existing paid,used car,2362,<100,4<=X<7,4,male single,none,3,life insurance,70,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,22,critical/other existing credit,new car,13002,<100,>=7,3,female div/dep/mar,none,2,car,57,none,own,1,skilled,1,none,yes,good
no checking,48,critical/other existing credit,furniture/equipment,14843,<100,>=7,3,male single,guarantor,1,car,48,none,own,1,high qualif/self emp/mgmt,2,yes,yes,bad
no checking,24,existing paid,radio/tv,15589,<100,4<=X<7,2,female div/dep/mar,none,3,car,53,stores,own,2,unskilled resident,1,none,yes,good
<0,26,existing paid,radio/tv,1604,no known savings,1<=X<4,4,male mar/wid,none,1,car,66,none,rent,1,high qualif/self emp/mgmt,1,none,yes,good
<0,30,critical/other existing credit,new car,5870,<100,>=7,1,female div/dep/mar,none,1,real estate,69,none,own,1,unskilled resident,1,yes,yes,bad
<0,22,existing paid,new car,4004,<100,unemployed,3,female div/dep/mar,none,4,car,38,none,own,1,skilled,1,none,yes,good
0<=X<200,44,critical/other existing credit,furniture/equipment,16843,<100,<1,4,male mar/wid,none,1,life insurance,34,none,own,2,unskilled resident,1,yes,yes,good
>=200,29,existing paid,used car,16417,500<=X<1000,>=7,4,male div/sep,none,4,no known property,52,none,own,1,skilled,1,none,yes,bad
0<=X<200,31,delayed previously,new car,487,<100,1<=X<4,3,male single,none,3,no known property,32,none,own,2,skilled,2,none,yes,bad
0<=X<200,67,existing paid,used car,8777,100<=X<500,<1,4,male single,none,4,real estate,44,none,own,1,skilled,1,none,yes,good
no checking,71,delayed previously,domestic appliance,8325,>=1000,<1,4,male single,none,1,car,38,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,54,existing paid,business,18210,no known savings,>=7,4,male mar/wid,none,3,real estate,60,none,own,1,skilled,1,yes,yes,good
0<=X<200,51,existing paid,furniture/equipment,8941,<100,1<=X<4,3,male mar/wid,none,2,life insurance,69,none,own,2,skilled,1,none,no,bad
no checking,13,existing paid,business,10006,<100,4<=X<7,2,female div/dep/mar,none,4,car,42,none,rent,1,skilled,1,none,yes,good
0<=X<200,42,critical/other existing credit,used car,3790,no known savings,1<=X<4,4,male single,none,2,real estate,61,none,rent,2,skilled,1,none,yes,good
no checking,22,critical/other existing credit,furniture/equipment,9577,no known savings,>=7,1,male single,none,2,car,36,none,rent,1,skilled,1,none,yes,bad
no checking,67,existing paid,new car,10790,no known savings,>=7,2,male single,none,4,real estate,61,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,22,existing paid,radio/tv,7507,<100,1<=X<4,1,female div/dep/mar,none,2,real estate,27,bank,own,1,high qualif/self emp/mgmt,1,none,yes,bad
<0,65,no credits/all paid,business,16783,<100,1<=X<4,4,male single,co applicant,1,car,37,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
no checking,16,delayed previously,radio/tv,11970,<100,<1,1,male mar/wid,none,2,car,38,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,28,existing paid,furniture/equipment,1874,500<=X<1000,>=7,4,male mar/wid,none,4,no known property,60,none,rent,1,unskilled resident,2,yes,yes,bad
<0,45,existing paid,radio/tv,7911,<100,4<=X<7,3,male single,none,2,car,48,bank,own,1,skilled,1,yes,yes,good
0<=X<200,42,existing paid,new car,7779,<100,>=7,1,male div/sep,none,2,car,44,none,own,1,skilled,1,none,yes,bad
no checking,33,existing paid,vacation,13904,no known savings,1<=X<4,3,male single,co applicant,1,life insurance,49,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad
0<=X<200,8,existing paid,furniture/equipment,2358,<100,>=7,2,male single,none,4,real estate,53,none,rent,2,skilled,1,yes,yes,good
0<=X<200,21,existing paid,furniture/equipment,4197,no known savings,>=7,4,male single,none,4,real estate,21,none,rent,2,skilled,1,yes,yes,bad
no checking,24,critical/other existing credit,radio/tv,8149,<100,4<=X<7,4,male single,none,2,car,74,none,for free,1,skilled,2,yes,yes,bad
<0,53,existing paid,radio/tv,13622,<100,>=7,3,female div/dep/mar,none,2,car,58,none,own,2,skilled,1,yes,yes,good
<0,9,delayed previously,new car,5164,<100,1<=X<4,1,male single,none,1,life insurance,47,none,own,2,unskilled resident,1,none,yes,good
<0,53,existing paid,radio/tv,6917,500<=X<1000,<1,4,male single,none,2,car,24,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
<0,69,existing paid,used car,2513,<100,4<=X<7,4,male mar/wid,none,2,car,70,none,own,1,skilled,1,yes,yes,good
<0,4,critical/other existing credit,radio/tv,4065,<100,4<=X<7,4,male single,none,3,real estate,19,none,own,1,unskilled resident,1,yes,yes,bad
<0,60,delayed previously,repairs,827,no known savings,4<=X<7,4,female div/dep/mar,none,3,real estate,70,none,own,1,skilled,2,none,yes,bad
